time	V(v1)
5.122987141254747e-02	6.432202e-02
5.128944284111896e-02	6.521750e-02
5.134901426969045e-02	6.599683e-02
5.140858569826193e-02	6.666004e-02
5.146815712683343e-02	6.720711e-02
5.152772855540491e-02	6.763804e-02
5.157458569826210e-02	6.794422e-02
5.162144284111929e-02	6.822055e-02
5.166829998397648e-02	6.846702e-02
5.171515712683367e-02	6.868363e-02
5.176201426969086e-02	6.887038e-02
5.180887141254805e-02	6.902728e-02
5.185572855540524e-02	6.915432e-02
5.189544284111956e-02	6.925146e-02
5.193515712683389e-02	6.933929e-02
5.197487141254822e-02	6.941781e-02
5.201458569826254e-02	6.948702e-02
5.205429998397686e-02	6.954692e-02
5.209401426969119e-02	6.959752e-02
5.213372855540552e-02	6.963880e-02
5.213472855540552e-02	6.963982e-02
5.218872855540557e-02	6.968671e-02
5.224272855540563e-02	6.972736e-02
5.229672855540568e-02	6.976179e-02
5.235072855540573e-02	6.978999e-02
5.240472855540579e-02	6.981197e-02
5.245872855540584e-02	6.982771e-02
5.251272855540590e-02	6.983723e-02
5.258672855540597e-02	6.984700e-02
5.266072855540604e-02	6.985460e-02
5.273472855540612e-02	6.986004e-02
5.280872855540619e-02	6.986332e-02
5.288272855540627e-02	6.986443e-02
5.295672855540634e-02	6.986339e-02
5.303072855540641e-02	6.986018e-02
5.315872855540654e-02	6.985647e-02
5.330487141254955e-02	6.985174e-02
5.345101426969255e-02	6.984762e-02
5.359715712683556e-02	6.984411e-02
5.374329998397855e-02	6.984121e-02
5.388944284112156e-02	6.983893e-02
5.403558569826456e-02	6.983726e-02
5.418172855540757e-02	6.983621e-02
5.418272855540757e-02	6.983620e-02
5.520672855540859e-02	6.983395e-02
5.623072855540961e-02	6.983390e-02
5.725472855541064e-02	6.983390e-02
5.827872855541166e-02	6.983390e-02
5.930272855541269e-02	6.983390e-02
6.032672855541371e-02	6.983390e-02
6.135072855541474e-02	6.983390e-02
6.237472855541576e-02	6.983390e-02
6.339872855541678e-02	6.983390e-02
6.442272855541781e-02	6.983390e-02
6.544672855541883e-02	6.983390e-02
6.647072855541986e-02	6.983390e-02
6.749472855542088e-02	6.983390e-02
6.851872855542190e-02	6.983390e-02
6.954272855542293e-02	6.983390e-02
7.056672855542395e-02	6.983390e-02
7.159072855542498e-02	6.983390e-02
7.261472855542600e-02	6.983390e-02
7.363872855542702e-02	6.983390e-02
7.466272855542805e-02	6.983390e-02
7.568672855542907e-02	6.983390e-02
7.671072855543010e-02	6.983390e-02
7.773472855543112e-02	6.983390e-02
7.875872855543214e-02	6.983390e-02
7.978272855543317e-02	6.983390e-02
8.080672855543419e-02	6.983390e-02
8.183072855543522e-02	6.983390e-02
8.285472855543624e-02	6.983390e-02
8.387872855543727e-02	6.983390e-02
8.490272855543829e-02	6.983390e-02
8.592672855543931e-02	6.983390e-02
8.695072855544034e-02	6.983390e-02
8.797472855544136e-02	6.983390e-02
8.899872855544239e-02	6.983390e-02
9.002272855544341e-02	6.983390e-02
9.104672855544443e-02	6.983390e-02
9.207072855544546e-02	6.983390e-02
9.309472855544648e-02	6.983390e-02
9.411872855544751e-02	6.983390e-02
9.514272855544853e-02	6.983390e-02
9.616672855544955e-02	6.983390e-02
9.719072855545058e-02	6.983390e-02
9.821472855545160e-02	6.983390e-02
9.923872855545263e-02	6.983390e-02
9.980000000000000e-02	6.983390e-02
9.980000100000000e-02	7.073421e-02
9.980000104000000e-02	6.953375e-02
9.980000112000001e-02	6.893352e-02
9.980001280000017e-02	6.895304e-02
9.980002448000032e-02	6.897779e-02
9.980003616000048e-02	6.900775e-02
9.980004784000063e-02	6.904293e-02
9.980005952000079e-02	6.908333e-02
9.980007120000094e-02	6.912896e-02
9.980008288000110e-02	6.917980e-02
9.980012864072899e-02	6.932934e-02
9.980019753275429e-02	6.949671e-02
9.980029624547936e-02	6.963915e-02
9.980049367092948e-02	6.976215e-02
9.980084848375281e-02	6.982531e-02
9.981897085155698e-02	6.978640e-02
9.983425656584272e-02	6.967013e-02
9.984954228012845e-02	6.950970e-02
9.986482799441418e-02	6.930510e-02
9.988011370869990e-02	6.905634e-02
9.989539942298563e-02	6.876341e-02
9.991068513727136e-02	6.842631e-02
9.992597085155709e-02	6.804504e-02
9.993497085155710e-02	6.781004e-02
9.994397085155711e-02	6.756637e-02
9.995297085155712e-02	6.731402e-02
9.996197085155713e-02	6.705300e-02
9.997097085155714e-02	6.678331e-02
9.997997085155715e-02	6.650495e-02
9.998897085155715e-02	6.621791e-02
1.000011137087000e-01	6.581932e-02
1.000132565658429e-01	6.541239e-02
1.000253994229858e-01	6.499711e-02
1.000375422801286e-01	6.457348e-02
1.000496851372715e-01	6.414151e-02
1.000618279944144e-01	6.370119e-02
1.000739708515572e-01	6.325253e-02
1.000913994229858e-01	6.259880e-02
1.001088279944144e-01	6.194227e-02
1.001262565658430e-01	6.128293e-02
1.001436851372716e-01	6.062078e-02
1.001611137087002e-01	5.995582e-02
1.001785422801288e-01	5.928806e-02
1.001959708515574e-01	5.861749e-02
1.002049708515574e-01	5.827463e-02
1.002298279944145e-01	5.732735e-02
1.002546851372717e-01	5.639731e-02
1.002795422801289e-01	5.548450e-02
1.003043994229860e-01	5.458892e-02
1.003292565658432e-01	5.371058e-02
1.003541137087004e-01	5.284947e-02
1.003789708515575e-01	5.200559e-02
1.004119708515576e-01	5.092649e-02
1.004449708515576e-01	4.989253e-02
1.004779708515576e-01	4.890370e-02
1.005109708515577e-01	4.796001e-02
1.005439708515577e-01	4.706145e-02
1.005769708515577e-01	4.620803e-02
1.006099708515578e-01	4.539974e-02
1.006548279944150e-01	4.438224e-02
1.006996851372721e-01	4.343567e-02
1.007445422801293e-01	4.256004e-02
1.007893994229865e-01	4.175536e-02
1.008342565658437e-01	4.102160e-02
1.008791137087009e-01	4.035879e-02
1.009239708515581e-01	3.976692e-02
1.009673994229867e-01	3.924725e-02
1.010108279944153e-01	3.876847e-02
1.010542565658439e-01	3.833056e-02
1.010976851372725e-01	3.793353e-02
1.011411137087012e-01	3.757738e-02
1.011845422801298e-01	3.726211e-02
1.012279708515584e-01	3.698772e-02
1.012289708515584e-01	3.698158e-02
1.012836851372727e-01	3.667911e-02
1.013383994229871e-01	3.640782e-02
1.013931137087014e-01	3.616772e-02
1.014478279944158e-01	3.595881e-02
1.015025422801301e-01	3.578107e-02
1.015572565658444e-01	3.563453e-02
1.016119708515588e-01	3.551917e-02
1.016661137087017e-01	3.541886e-02
1.017202565658446e-01	3.532996e-02
1.017743994229875e-01	3.525248e-02
1.018285422801304e-01	3.518642e-02
1.018826851372733e-01	3.513178e-02
1.019368279944163e-01	3.508855e-02
1.019909708515592e-01	3.505674e-02
1.020282565658449e-01	3.503647e-02
1.020655422801307e-01	3.501824e-02
1.021028279944164e-01	3.500205e-02
1.021401137087022e-01	3.498791e-02
1.021773994229879e-01	3.497582e-02
1.022146851372737e-01	3.496577e-02
1.022519708515594e-01	3.495776e-02
1.022529708515594e-01	3.495755e-02
1.023358279944167e-01	3.494517e-02
1.024186851372739e-01	3.493519e-02
1.025015422801311e-01	3.492762e-02
1.025843994229883e-01	3.492244e-02
1.026672565658455e-01	3.491966e-02
1.027501137087028e-01	3.491928e-02
1.028329708515600e-01	3.492130e-02
1.032769708515604e-01	3.492754e-02
1.043009708515615e-01	3.493485e-02
1.053249708515625e-01	3.493544e-02
1.063489708515635e-01	3.493544e-02
1.073729708515645e-01	3.493544e-02
1.083969708515656e-01	3.493544e-02
1.094209708515666e-01	3.493544e-02
1.104449708515676e-01	3.493544e-02
1.114689708515686e-01	3.493544e-02
1.124929708515697e-01	3.493544e-02
1.135169708515707e-01	3.493544e-02
1.145409708515717e-01	3.493544e-02
1.155649708515727e-01	3.493544e-02
1.165889708515738e-01	3.493544e-02
1.176129708515748e-01	3.493544e-02
1.186369708515758e-01	3.493544e-02
1.196609708515768e-01	3.493544e-02
1.206849708515779e-01	3.493544e-02
1.217089708515789e-01	3.493544e-02
1.227329708515799e-01	3.493544e-02
1.237569708515809e-01	3.493544e-02
1.247809708515819e-01	3.493544e-02
1.258049708515830e-01	3.493544e-02
1.268289708515840e-01	3.493544e-02
1.278529708515850e-01	3.493544e-02
1.288769708515860e-01	3.493544e-02
1.299009708515871e-01	3.493544e-02
1.309249708515881e-01	3.493544e-02
1.319489708515891e-01	3.493544e-02
1.329729708515901e-01	3.493544e-02
1.339969708515912e-01	3.493544e-02
1.350209708515922e-01	3.493544e-02
1.360449708515932e-01	3.493544e-02
1.370689708515942e-01	3.493544e-02
1.380929708515952e-01	3.493544e-02
1.391169708515963e-01	3.493544e-02
1.401409708515973e-01	3.493544e-02
1.411649708515983e-01	3.493544e-02
1.421889708515993e-01	3.493544e-02
1.432129708516004e-01	3.493544e-02
1.442369708516014e-01	3.493544e-02
1.452609708516024e-01	3.493544e-02
1.462849708516034e-01	3.493544e-02
1.473089708516045e-01	3.493544e-02
1.483329708516055e-01	3.493544e-02
1.493569708516065e-01	3.493544e-02
1.497000000000000e-01	3.493544e-02
1.497000010000000e-01	3.583575e-02
1.497000010800000e-01	3.530754e-02
1.497000012400000e-01	3.515146e-02
1.497000020000000e-01	3.583562e-02
1.497000113531428e-01	3.582083e-02
1.497000207062857e-01	3.580181e-02
1.497000300594286e-01	3.577856e-02
1.497000394125714e-01	3.575108e-02
1.497000487657142e-01	3.571938e-02
1.497000581188571e-01	3.568345e-02
1.497000674720000e-01	3.564329e-02
1.497001139564423e-01	3.548340e-02
1.497001730495419e-01	3.532298e-02
1.497002616632200e-01	3.517221e-02
1.497004388905763e-01	3.503313e-02
1.497007933452889e-01	3.494796e-02
1.497011481216463e-01	3.493394e-02
1.497163858635169e-01	3.498120e-02
1.497316236053875e-01	3.507713e-02
1.497468613472581e-01	3.522173e-02
1.497620990891288e-01	3.541500e-02
1.497773368309994e-01	3.565693e-02
1.497925745728700e-01	3.594753e-02
1.498078123147407e-01	3.628680e-02
1.498182408861692e-01	3.653480e-02
1.498286694575978e-01	3.679563e-02
1.498390980290264e-01	3.706929e-02
1.498495266004550e-01	3.735579e-02
1.498599551718836e-01	3.765511e-02
1.498703837433122e-01	3.796726e-02
1.498808123147407e-01	3.829225e-02
1.498925266004550e-01	3.866866e-02
1.499042408861693e-01	3.905362e-02
1.499159551718836e-01	3.944713e-02
1.499276694575979e-01	3.984919e-02
1.499393837433122e-01	4.025980e-02
1.499510980290265e-01	4.067896e-02
1.499628123147408e-01	4.110667e-02
1.499793837433123e-01	4.172187e-02
1.499959551718837e-01	4.234103e-02
1.500125266004552e-01	4.296414e-02
1.500290980290266e-01	4.359121e-02
1.500456694575980e-01	4.422224e-02
1.500622408861695e-01	4.485722e-02
1.500788123147409e-01	4.549616e-02
1.501023837433124e-01	4.640241e-02
1.501259551718838e-01	4.729585e-02
1.501495266004553e-01	4.817648e-02
1.501730980290267e-01	4.904429e-02
1.501966694575982e-01	4.989929e-02
1.502202408861696e-01	5.074148e-02
1.502438123147411e-01	5.157086e-02
1.502555266004554e-01	5.197356e-02
1.502672408861697e-01	5.237105e-02
1.502789551718840e-01	5.276335e-02
1.502906694575983e-01	5.315044e-02
1.503023837433126e-01	5.353232e-02
1.503140980290269e-01	5.390901e-02
1.503258123147412e-01	5.428049e-02
1.503268123147412e-01	5.431192e-02
1.503618123147412e-01	5.538629e-02
1.503968123147413e-01	5.640978e-02
1.504318123147413e-01	5.738239e-02
1.504668123147413e-01	5.830412e-02
1.505018123147414e-01	5.917497e-02
1.505368123147414e-01	5.999495e-02
1.505718123147414e-01	6.076404e-02
1.506223837433129e-01	6.177845e-02
1.506729551718844e-01	6.271185e-02
1.507235266004559e-01	6.356423e-02
1.507740980290273e-01	6.433560e-02
1.508246694575988e-01	6.502596e-02
1.508752408861703e-01	6.563531e-02
1.509258123147418e-01	6.616364e-02
1.509863837433133e-01	6.671537e-02
1.510469551718848e-01	6.720935e-02
1.511075266004563e-01	6.764557e-02
1.511680980290277e-01	6.802404e-02
1.512286694575992e-01	6.834476e-02
1.512892408861707e-01	6.860772e-02
1.513498123147422e-01	6.881294e-02
1.513508123147422e-01	6.881631e-02
1.514035266004566e-01	6.897505e-02
1.514562408861709e-01	6.911684e-02
1.515089551718852e-01	6.924170e-02
1.515616694575996e-01	6.934961e-02
1.516143837433139e-01	6.944057e-02
1.516670980290282e-01	6.951460e-02
1.517198123147426e-01	6.957168e-02
1.517789551718855e-01	6.962659e-02
1.518380980290284e-01	6.967444e-02
1.518972408861713e-01	6.971521e-02
1.519563837433142e-01	6.974891e-02
1.520155266004572e-01	6.977554e-02
1.520746694576001e-01	6.979509e-02
1.521338123147430e-01	6.980758e-02
1.521680980290287e-01	6.981464e-02
1.522023837433145e-01	6.982091e-02
1.522366694576002e-01	6.982641e-02
1.522709551718860e-01	6.983113e-02
1.523052408861717e-01	6.983507e-02
1.523395266004575e-01	6.983822e-02
1.523738123147432e-01	6.984060e-02
1.523748123147432e-01	6.984067e-02
1.524810980290290e-01	6.984413e-02
1.525873837433149e-01	6.984653e-02
1.526936694576007e-01	6.984787e-02
1.527999551718865e-01	6.984816e-02
1.529062408861723e-01	6.984739e-02
1.530125266004582e-01	6.984556e-02
1.531188123147440e-01	6.984267e-02
1.533988123147443e-01	6.983894e-02
1.544228123147453e-01	6.983419e-02
1.554468123147463e-01	6.983390e-02
1.564708123147473e-01	6.983390e-02
1.574948123147484e-01	6.983390e-02
1.585188123147494e-01	6.983390e-02
1.595428123147504e-01	6.983390e-02
1.605668123147514e-01	6.983390e-02
1.615908123147524e-01	6.983390e-02
1.626148123147535e-01	6.983390e-02
1.636388123147545e-01	6.983390e-02
1.646628123147555e-01	6.983390e-02
1.656868123147565e-01	6.983390e-02
1.667108123147576e-01	6.983390e-02
1.677348123147586e-01	6.983390e-02
1.687588123147596e-01	6.983390e-02
1.697828123147606e-01	6.983390e-02
1.708068123147617e-01	6.983390e-02
1.718308123147627e-01	6.983390e-02
1.728548123147637e-01	6.983390e-02
1.738788123147647e-01	6.983390e-02
1.749028123147658e-01	6.983390e-02
1.759268123147668e-01	6.983390e-02
1.769508123147678e-01	6.983390e-02
1.779748123147688e-01	6.983390e-02
1.789988123147699e-01	6.983390e-02
1.800228123147709e-01	6.983390e-02
1.810468123147719e-01	6.983390e-02
1.820708123147729e-01	6.983390e-02
1.830948123147740e-01	6.983390e-02
1.841188123147750e-01	6.983390e-02
1.851428123147760e-01	6.983390e-02
1.861668123147770e-01	6.983390e-02
1.871908123147780e-01	6.983390e-02
1.882148123147791e-01	6.983390e-02
1.892388123147801e-01	6.983390e-02
1.902628123147811e-01	6.983390e-02
1.912868123147821e-01	6.983390e-02
1.923108123147832e-01	6.983390e-02
1.933348123147842e-01	6.983390e-02
1.943588123147852e-01	6.983390e-02
1.953828123147862e-01	6.983390e-02
1.964068123147873e-01	6.983390e-02
1.974308123147883e-01	6.983390e-02
1.984548123147893e-01	6.983390e-02
1.994788123147903e-01	6.983390e-02
1.996000000000000e-01	6.983390e-02
1.996000020000000e-01	7.163431e-02
1.996000021000000e-01	7.052385e-02
1.996000023000000e-01	7.010361e-02
1.996000030000000e-01	7.073355e-02
1.996000146914286e-01	7.071004e-02
1.996000263828571e-01	7.068217e-02
1.996000380742857e-01	7.064994e-02
1.996000497657143e-01	7.061336e-02
1.996000614571428e-01	7.057243e-02
1.996000731485714e-01	7.052714e-02
1.996000848400000e-01	7.047749e-02
1.996001330101220e-01	7.032299e-02
1.996002040918663e-01	7.015689e-02
1.996003094214854e-01	7.001467e-02
1.996005200807236e-01	6.989525e-02
1.996008661442118e-01	6.984108e-02
1.996174612772609e-01	6.989234e-02
1.996340564103101e-01	7.000082e-02
1.996506515433593e-01	7.016653e-02
1.996672466764084e-01	7.038945e-02
1.996838418094576e-01	7.066960e-02
1.997004369425067e-01	7.100698e-02
1.997170320755559e-01	7.140157e-02
1.997267463612702e-01	7.164442e-02
1.997364606469845e-01	7.189786e-02
1.997461749326988e-01	7.216190e-02
1.997558892184131e-01	7.243655e-02
1.997656035041274e-01	7.272179e-02
1.997753177898417e-01	7.301763e-02
1.997850320755560e-01	7.332408e-02
1.997974606469846e-01	7.372842e-02
1.998098892184131e-01	7.414178e-02
1.998223177898417e-01	7.456415e-02
1.998347463612703e-01	7.499553e-02
1.998471749326989e-01	7.543592e-02
1.998596035041275e-01	7.588532e-02
1.998720320755561e-01	7.634373e-02
1.998893177898418e-01	7.699103e-02
1.999066035041275e-01	7.764134e-02
1.999238892184133e-01	7.829468e-02
1.999411749326990e-01	7.895104e-02
1.999584606469847e-01	7.961042e-02
1.999757463612705e-01	8.027281e-02
1.999930320755562e-01	8.093823e-02
2.000173177898419e-01	8.186802e-02
2.000416035041277e-01	8.278258e-02
2.000658892184134e-01	8.368192e-02
2.000901749326991e-01	8.456603e-02
2.001144606469849e-01	8.543492e-02
2.001387463612706e-01	8.628858e-02
2.001630320755564e-01	8.712702e-02
2.001951749326993e-01	8.819876e-02
2.002273177898421e-01	8.922798e-02
2.002594606469850e-01	9.021466e-02
2.002916035041279e-01	9.115882e-02
2.003237463612708e-01	9.206045e-02
2.003558892184137e-01	9.291955e-02
2.003880320755566e-01	9.373612e-02
2.004530320755566e-01	9.525523e-02
2.005016035041281e-01	9.626787e-02
2.005501749326996e-01	9.720307e-02
2.005987463612711e-01	9.806082e-02
2.006473177898425e-01	9.884114e-02
2.006958892184140e-01	9.954401e-02
2.007444606469855e-01	1.001694e-01
2.007930320755570e-01	1.007174e-01
2.008580320755571e-01	1.013516e-01
2.009230320755571e-01	1.019167e-01
2.009880320755572e-01	1.024126e-01
2.010530320755572e-01	1.028395e-01
2.011180320755573e-01	1.031972e-01
2.011830320755574e-01	1.034858e-01
2.012480320755574e-01	1.037054e-01
2.012806035041289e-01	1.038093e-01
2.013131749327004e-01	1.039056e-01
2.013457463612718e-01	1.039941e-01
2.013783177898433e-01	1.040749e-01
2.014108892184147e-01	1.041480e-01
2.014434606469862e-01	1.042133e-01
2.014760320755577e-01	1.042709e-01
2.014770320755577e-01	1.042726e-01
2.015323177898434e-01	1.043559e-01
2.015876035041292e-01	1.044293e-01
2.016428892184150e-01	1.044929e-01
2.016981749327008e-01	1.045468e-01
2.017534606469865e-01	1.045908e-01
2.018087463612723e-01	1.046250e-01
2.018640320755581e-01	1.046495e-01
2.019344606469867e-01	1.046750e-01
2.020048892184153e-01	1.046965e-01
2.020753177898440e-01	1.047139e-01
2.021457463612726e-01	1.047274e-01
2.022161749327013e-01	1.047368e-01
2.022866035041299e-01	1.047421e-01
2.023570320755586e-01	1.047435e-01
2.025010320755587e-01	1.047466e-01
2.026471749327017e-01	1.047452e-01
2.027933177898447e-01	1.047438e-01
2.029394606469877e-01	1.047422e-01
2.030856035041307e-01	1.047406e-01
2.032317463612737e-01	1.047390e-01
2.033778892184167e-01	1.047372e-01
2.035240320755597e-01	1.047354e-01
2.035250320755597e-01	1.047353e-01
2.045490320755607e-01	1.047325e-01
2.055730320755618e-01	1.047324e-01
2.065970320755628e-01	1.047324e-01
2.076210320755638e-01	1.047324e-01
2.086450320755648e-01	1.047324e-01
2.096690320755659e-01	1.047324e-01
2.106930320755669e-01	1.047324e-01
2.117170320755679e-01	1.047324e-01
2.127410320755689e-01	1.047324e-01
2.137650320755700e-01	1.047324e-01
2.147890320755710e-01	1.047324e-01
2.158130320755720e-01	1.047324e-01
2.168370320755730e-01	1.047324e-01
2.178610320755741e-01	1.047324e-01
2.188850320755751e-01	1.047324e-01
2.199090320755761e-01	1.047324e-01
2.209330320755771e-01	1.047324e-01
2.219570320755782e-01	1.047324e-01
2.229810320755792e-01	1.047324e-01
2.240050320755802e-01	1.047324e-01
2.250290320755812e-01	1.047324e-01
2.260530320755822e-01	1.047324e-01
2.270770320755833e-01	1.047324e-01
2.281010320755843e-01	1.047324e-01
2.291250320755853e-01	1.047324e-01
2.301490320755863e-01	1.047324e-01
2.311730320755874e-01	1.047324e-01
2.321970320755884e-01	1.047324e-01
2.332210320755894e-01	1.047324e-01
2.342450320755904e-01	1.047324e-01
2.352690320755915e-01	1.047324e-01
2.362930320755925e-01	1.047324e-01
2.373170320755935e-01	1.047324e-01
2.383410320755945e-01	1.047324e-01
2.393650320755956e-01	1.047324e-01
2.403890320755966e-01	1.047324e-01
2.414130320755976e-01	1.047324e-01
2.424370320755986e-01	1.047324e-01
2.434610320755997e-01	1.047324e-01
2.444850320756007e-01	1.047324e-01
2.455090320756017e-01	1.047324e-01
2.465330320756027e-01	1.047324e-01
2.475570320756038e-01	1.047324e-01
2.485810320756048e-01	1.047324e-01
2.495000000000000e-01	1.047324e-01
2.495000010000000e-01	1.065330e-01
2.495000030000000e-01	1.065318e-01
2.495000031280000e-01	1.047310e-01
2.495000033840000e-01	1.038305e-01
2.495000126731428e-01	1.038386e-01
2.495000219622857e-01	1.038522e-01
2.495000312514286e-01	1.038713e-01
2.495000405405714e-01	1.038958e-01
2.495000498297142e-01	1.039258e-01
2.495000591188571e-01	1.039613e-01
2.495000684080000e-01	1.040023e-01
2.495001106812390e-01	1.041514e-01
2.495001665003648e-01	1.043133e-01
2.495002454521042e-01	1.044637e-01
2.495004033555829e-01	1.046116e-01
2.495007191625405e-01	1.047119e-01
2.495010599628459e-01	1.047329e-01
2.495082833898216e-01	1.047226e-01
2.495155068167972e-01	1.046995e-01
2.495227302437729e-01	1.046637e-01
2.495299536707485e-01	1.046151e-01
2.495371770977241e-01	1.045537e-01
2.495444005246998e-01	1.044795e-01
2.495516239516754e-01	1.043925e-01
2.495526239516754e-01	1.043798e-01
2.495663382373897e-01	1.041775e-01
2.495800525231040e-01	1.039453e-01
2.495937668088183e-01	1.036833e-01
2.496074810945326e-01	1.033914e-01
2.496211953802469e-01	1.030697e-01
