vds	Id(M1)
Step Information: Vgs=4.312  (Step: 3/6)
0.000000000000000e+00	-4.800339e-37
5.000000000000000e-02	6.366260e-02
1.000000000000000e-01	1.183523e-01
1.500000000000000e-01	1.636304e-01
2.000000000000000e-01	1.990216e-01
2.500000000000000e-01	2.240093e-01
3.000000000000000e-01	2.380309e-01
3.500000000000000e-01	2.411020e-01
4.000000000000000e-01	2.414507e-01
4.500000000000000e-01	2.417993e-01
4.999999999999999e-01	2.421478e-01
5.499999999999999e-01	2.424964e-01
6.000000000000000e-01	2.428449e-01
6.500000000000000e-01	2.431934e-01
7.000000000000001e-01	2.435418e-01
7.500000000000001e-01	2.438903e-01
8.000000000000002e-01	2.442387e-01
8.500000000000002e-01	2.445870e-01
9.000000000000002e-01	2.449354e-01
9.500000000000003e-01	2.452837e-01
1.000000000000000e+00	2.456320e-01
1.050000000000000e+00	2.459803e-01
1.100000000000000e+00	2.463286e-01
1.150000000000000e+00	2.466768e-01
1.200000000000000e+00	2.470250e-01
1.250000000000000e+00	2.473731e-01
1.300000000000000e+00	2.477213e-01
1.350000000000001e+00	2.480694e-01
1.400000000000001e+00	2.484175e-01
1.450000000000001e+00	2.487656e-01
1.500000000000001e+00	2.491136e-01
1.550000000000001e+00	2.494616e-01
1.600000000000001e+00	2.498096e-01
1.650000000000001e+00	2.501576e-01
1.700000000000001e+00	2.505055e-01
1.750000000000001e+00	2.508534e-01
1.800000000000001e+00	2.512013e-01
1.850000000000001e+00	2.515491e-01
1.900000000000001e+00	2.518969e-01
1.950000000000001e+00	2.522447e-01
2.000000000000001e+00	2.525925e-01
2.050000000000001e+00	2.529403e-01
2.100000000000001e+00	2.532880e-01
2.150000000000000e+00	2.536357e-01
2.200000000000000e+00	2.539833e-01
2.250000000000000e+00	2.543310e-01
2.300000000000000e+00	2.546786e-01
2.350000000000000e+00	2.550262e-01
2.399999999999999e+00	2.553737e-01
2.449999999999999e+00	2.557213e-01
2.499999999999999e+00	2.560688e-01
2.549999999999999e+00	2.564163e-01
2.599999999999999e+00	2.567637e-01
2.649999999999999e+00	2.571112e-01
2.699999999999998e+00	2.574586e-01
2.749999999999998e+00	2.578059e-01
2.799999999999998e+00	2.581533e-01
2.849999999999998e+00	2.585006e-01
2.899999999999998e+00	2.588479e-01
2.949999999999998e+00	2.591952e-01
2.999999999999997e+00	2.595424e-01
3.049999999999997e+00	2.598897e-01
