vds	Id(M1)
Step Information: Vgs=4.249  (Step: 2/6)
0.000000000000000e+00	-4.800339e-37
5.000000000000000e-02	5.191819e-02
1.000000000000000e-01	9.426709e-02
1.500000000000000e-01	1.265534e-01
2.000000000000000e-01	1.482398e-01
2.500000000000000e-01	1.587401e-01
3.000000000000000e-01	1.598102e-01
3.500000000000000e-01	1.600429e-01
4.000000000000000e-01	1.602756e-01
4.500000000000000e-01	1.605083e-01
4.999999999999999e-01	1.607410e-01
5.499999999999999e-01	1.609737e-01
6.000000000000000e-01	1.612063e-01
6.500000000000000e-01	1.614389e-01
7.000000000000001e-01	1.616716e-01
7.500000000000001e-01	1.619042e-01
8.000000000000002e-01	1.621368e-01
8.500000000000002e-01	1.623694e-01
9.000000000000002e-01	1.626019e-01
9.500000000000003e-01	1.628345e-01
1.000000000000000e+00	1.630670e-01
1.050000000000000e+00	1.632995e-01
1.100000000000000e+00	1.635320e-01
1.150000000000000e+00	1.637645e-01
1.200000000000000e+00	1.639970e-01
1.250000000000000e+00	1.642295e-01
1.300000000000000e+00	1.644620e-01
1.350000000000001e+00	1.646944e-01
1.400000000000001e+00	1.649268e-01
1.450000000000001e+00	1.651592e-01
1.500000000000001e+00	1.653916e-01
1.550000000000001e+00	1.656240e-01
1.600000000000001e+00	1.658564e-01
1.650000000000001e+00	1.660887e-01
1.700000000000001e+00	1.663211e-01
1.750000000000001e+00	1.665534e-01
1.800000000000001e+00	1.667857e-01
1.850000000000001e+00	1.670180e-01
1.900000000000001e+00	1.672503e-01
1.950000000000001e+00	1.674826e-01
2.000000000000001e+00	1.677148e-01
2.050000000000001e+00	1.679471e-01
2.100000000000001e+00	1.681793e-01
2.150000000000000e+00	1.684115e-01
2.200000000000000e+00	1.686437e-01
2.250000000000000e+00	1.688759e-01
2.300000000000000e+00	1.691081e-01
2.350000000000000e+00	1.693403e-01
2.399999999999999e+00	1.695724e-01
2.449999999999999e+00	1.698045e-01
2.499999999999999e+00	1.700367e-01
2.549999999999999e+00	1.702688e-01
2.599999999999999e+00	1.705009e-01
2.649999999999999e+00	1.707329e-01
2.699999999999998e+00	1.709650e-01
2.749999999999998e+00	1.711971e-01
2.799999999999998e+00	1.714291e-01
2.849999999999998e+00	1.716611e-01
2.899999999999998e+00	1.718931e-01
2.949999999999998e+00	1.721251e-01
2.999999999999997e+00	1.723571e-01
3.049999999999997e+00	1.725891e-01
3.099999999999997e+00	1.728210e-01
3.149999999999997e+00	1.730530e-01
3.199999999999997e+00	1.732849e-01
3.249999999999996e+00	1.735168e-01
3.299999999999996e+00	1.737487e-01
3.349999999999996e+00	1.739806e-01
3.399999999999996e+00	1.742124e-01
3.449999999999996e+00	1.744443e-01
3.499999999999996e+00	1.746761e-01
3.549999999999995e+00	1.749080e-01
3.599999999999995e+00	1.751398e-01
3.649999999999995e+00	1.753716e-01
3.699999999999995e+00	1.756033e-01
3.749999999999995e+00	1.758351e-01
3.799999999999994e+00	1.760669e-01
3.849999999999994e+00	1.762986e-01
3.899999999999994e+00	1.765303e-01
3.949999999999994e+00	1.767621e-01
3.999999999999994e+00	1.769938e-01
4.049999999999994e+00	1.772254e-01
4.099999999999993e+00	1.774571e-01
4.149999999999993e+00	1.776888e-01
4.199999999999993e+00	1.779204e-01
4.249999999999993e+00	1.781521e-01
4.299999999999993e+00	1.783837e-01
4.349999999999993e+00	1.786153e-01
4.399999999999992e+00	1.788469e-01
4.449999999999992e+00	1.790784e-01
4.499999999999992e+00	1.793100e-01
4.549999999999992e+00	1.795416e-01
4.599999999999992e+00	1.797731e-01
4.649999999999991e+00	1.800046e-01
4.699999999999991e+00	1.802361e-01
4.749999999999991e+00	1.804676e-01
4.799999999999991e+00	1.806991e-01
4.849999999999991e+00	1.809306e-01
4.899999999999991e+00	1.811620e-01
4.949999999999990e+00	1.813934e-01
4.999999999999990e+00	1.816249e-01
5.049999999999990e+00	1.818563e-01
5.099999999999990e+00	1.820877e-01
5.149999999999990e+00	1.823190e-01
5.199999999999990e+00	1.825504e-01
5.249999999999989e+00	1.827818e-01
5.299999999999989e+00	1.830131e-01
5.349999999999989e+00	1.832444e-01
5.399999999999989e+00	1.834757e-01
5.449999999999989e+00	1.837070e-01
5.499999999999988e+00	1.839383e-01
5.549999999999988e+00	1.841696e-01
5.599999999999988e+00	1.844009e-01
5.649999999999988e+00	1.846321e-01
5.699999999999988e+00	1.848633e-01
5.749999999999988e+00	1.850946e-01
5.799999999999987e+00	1.853257e-01
5.849999999999987e+00	1.855569e-01
5.899999999999987e+00	1.857881e-01
5.949999999999987e+00	1.860193e-01
5.999999999999987e+00	1.862504e-01
6.049999999999986e+00	1.864815e-01
6.099999999999986e+00	1.867127e-01
6.149999999999986e+00	1.869438e-01
6.199999999999986e+00	1.871749e-01
6.249999999999986e+00	1.874059e-01
6.299999999999986e+00	1.876370e-01
6.349999999999985e+00	1.878680e-01
6.399999999999985e+00	1.880991e-01
6.449999999999985e+00	1.883301e-01
6.499999999999985e+00	1.885611e-01
6.549999999999985e+00	1.887921e-01
6.599999999999985e+00	1.890231e-01
6.649999999999984e+00	1.892540e-01
6.699999999999984e+00	1.894850e-01
6.749999999999984e+00	1.897159e-01
6.799999999999984e+00	1.899469e-01
6.849999999999984e+00	1.901778e-01
6.899999999999983e+00	1.904087e-01
6.949999999999983e+00	1.906396e-01
6.999999999999983e+00	1.908704e-01
7.049999999999983e+00	1.911013e-01
7.099999999999983e+00	1.913321e-01
7.149999999999983e+00	1.915630e-01
7.199999999999982e+00	1.917938e-01
7.249999999999982e+00	1.920246e-01
7.299999999999982e+00	1.922553e-01
7.349999999999982e+00	1.924861e-01
7.399999999999982e+00	1.927169e-01
7.449999999999982e+00	1.929476e-01
7.499999999999981e+00	1.931784e-01
7.549999999999981e+00	1.934091e-01
7.599999999999981e+00	1.936398e-01
7.649999999999981e+00	1.938705e-01
7.699999999999981e+00	1.941011e-01
7.749999999999980e+00	1.943318e-01
7.799999999999980e+00	1.945625e-01
7.849999999999980e+00	1.947931e-01
7.899999999999980e+00	1.950237e-01
7.949999999999980e+00	1.952543e-01
7.999999999999980e+00	1.954849e-01
8.049999999999979e+00	1.957155e-01
8.099999999999980e+00	1.959461e-01
8.149999999999981e+00	1.961766e-01
8.199999999999982e+00	1.964071e-01
8.249999999999982e+00	1.966377e-01
8.299999999999983e+00	1.968682e-01
8.349999999999984e+00	1.970987e-01
8.399999999999984e+00	1.973291e-01
8.449999999999985e+00	1.975596e-01
8.499999999999986e+00	1.977901e-01
8.549999999999986e+00	1.980205e-01
8.599999999999987e+00	1.982509e-01
8.649999999999988e+00	1.984814e-01
8.699999999999989e+00	1.987118e-01
8.749999999999989e+00	1.989422e-01
8.799999999999990e+00	1.991725e-01
8.849999999999991e+00	1.994029e-01
8.899999999999991e+00	1.996332e-01
8.949999999999992e+00	1.998636e-01
9.000000000000000e+00	2.000939e-01
