vds	Id(M1)
8.249999999999982e+00	4.909297e-01
8.299999999999983e+00	4.914955e-01
8.349999999999984e+00	4.920613e-01
8.399999999999984e+00	4.926270e-01
8.449999999999985e+00	4.931926e-01
8.499999999999986e+00	4.937582e-01
8.549999999999986e+00	4.943237e-01
8.599999999999987e+00	4.948892e-01
8.649999999999988e+00	4.954546e-01
8.699999999999989e+00	4.960200e-01
8.749999999999989e+00	4.965853e-01
8.799999999999990e+00	4.971505e-01
8.849999999999991e+00	4.977157e-01
8.899999999999991e+00	4.982809e-01
8.949999999999992e+00	4.988460e-01
9.000000000000000e+00	4.994110e-01
