vds	Id(M1)
Step Information: Vgs=4.163  (Step: 1/6)
0.000000000000000e+00	-4.800339e-37
5.000000000000000e-02	3.601526e-02
1.000000000000000e-01	6.160935e-02
1.500000000000000e-01	7.619982e-02
2.000000000000000e-01	7.956993e-02
2.500000000000000e-01	7.968701e-02
3.000000000000000e-01	7.980409e-02
3.500000000000000e-01	7.992117e-02
4.000000000000000e-01	8.003824e-02
4.500000000000000e-01	8.015531e-02
4.999999999999999e-01	8.027237e-02
5.499999999999999e-01	8.038943e-02
6.000000000000000e-01	8.050647e-02
6.500000000000000e-01	8.062352e-02
7.000000000000001e-01	8.074056e-02
7.500000000000001e-01	8.085760e-02
8.000000000000002e-01	8.097464e-02
8.500000000000002e-01	8.109166e-02
9.000000000000002e-01	8.120869e-02
9.500000000000003e-01	8.132571e-02
1.000000000000000e+00	8.144273e-02
1.050000000000000e+00	8.155974e-02
1.100000000000000e+00	8.167674e-02
1.150000000000000e+00	8.179375e-02
1.200000000000000e+00	8.191074e-02
1.250000000000000e+00	8.202774e-02
1.300000000000000e+00	8.214473e-02
1.350000000000001e+00	8.226171e-02
1.400000000000001e+00	8.237869e-02
1.450000000000001e+00	8.249567e-02
1.500000000000001e+00	8.261263e-02
1.550000000000001e+00	8.272960e-02
1.600000000000001e+00	8.284656e-02
1.650000000000001e+00	8.296352e-02
1.700000000000001e+00	8.308047e-02
1.750000000000001e+00	8.319741e-02
1.800000000000001e+00	8.331436e-02
1.850000000000001e+00	8.343130e-02
1.900000000000001e+00	8.354823e-02
1.950000000000001e+00	8.366516e-02
2.000000000000001e+00	8.378208e-02
2.050000000000001e+00	8.389901e-02
2.100000000000001e+00	8.401592e-02
2.150000000000000e+00	8.413284e-02
2.200000000000000e+00	8.424974e-02
2.250000000000000e+00	8.436664e-02
2.300000000000000e+00	8.448354e-02
2.350000000000000e+00	8.460043e-02
2.399999999999999e+00	8.471732e-02
2.449999999999999e+00	8.483420e-02
2.499999999999999e+00	8.495108e-02
2.549999999999999e+00	8.506796e-02
2.599999999999999e+00	8.518483e-02
2.649999999999999e+00	8.530170e-02
2.699999999999998e+00	8.541855e-02
2.749999999999998e+00	8.553541e-02
2.799999999999998e+00	8.565226e-02
2.849999999999998e+00	8.576911e-02
2.899999999999998e+00	8.588596e-02
2.949999999999998e+00	8.600279e-02
2.999999999999997e+00	8.611962e-02
3.049999999999997e+00	8.623645e-02
3.099999999999997e+00	8.635328e-02
3.149999999999997e+00	8.647010e-02
3.199999999999997e+00	8.658691e-02
