vds	Id(M1)
Step Information: Vgs=4.449  (Step: 6/6)
0.000000000000000e+00	-4.800339e-37
5.000000000000000e-02	8.821996e-02
1.000000000000000e-01	1.686354e-01
1.500000000000000e-01	2.409028e-01
2.000000000000000e-01	3.046527e-01
2.500000000000000e-01	3.594873e-01
3.000000000000000e-01	4.049769e-01
3.500000000000000e-01	4.406569e-01
4.000000000000000e-01	4.660230e-01
4.500000000000000e-01	4.805269e-01
4.999999999999999e-01	4.841051e-01
5.499999999999999e-01	4.847936e-01
6.000000000000000e-01	4.854821e-01
6.500000000000000e-01	4.861705e-01
7.000000000000001e-01	4.868589e-01
7.500000000000001e-01	4.875472e-01
8.000000000000002e-01	4.882354e-01
8.500000000000002e-01	4.889235e-01
9.000000000000002e-01	4.896115e-01
9.500000000000003e-01	4.902995e-01
1.000000000000000e+00	4.909874e-01
1.050000000000000e+00	4.916752e-01
1.100000000000000e+00	4.923629e-01
1.150000000000000e+00	4.930506e-01
1.200000000000000e+00	4.937382e-01
1.250000000000000e+00	4.944257e-01
1.300000000000000e+00	4.951131e-01
1.350000000000001e+00	4.958005e-01
1.400000000000001e+00	4.964878e-01
1.450000000000001e+00	4.971750e-01
1.500000000000001e+00	4.978621e-01
1.550000000000001e+00	4.985492e-01
1.600000000000001e+00	4.992362e-01
1.650000000000001e+00	4.999231e-01
1.700000000000001e+00	5.006099e-01
1.750000000000001e+00	5.012967e-01
1.800000000000001e+00	5.019833e-01
1.850000000000001e+00	5.026700e-01
1.900000000000001e+00	5.033565e-01
1.950000000000001e+00	5.040430e-01
2.000000000000001e+00	5.047294e-01
2.050000000000001e+00	5.054157e-01
2.100000000000001e+00	5.061019e-01
2.150000000000000e+00	5.067881e-01
2.200000000000000e+00	5.074742e-01
2.250000000000000e+00	5.081602e-01
2.300000000000000e+00	5.088461e-01
2.350000000000000e+00	5.095320e-01
2.399999999999999e+00	5.102177e-01
2.449999999999999e+00	5.109035e-01
2.499999999999999e+00	5.115891e-01
2.549999999999999e+00	5.122747e-01
2.599999999999999e+00	5.129601e-01
2.649999999999999e+00	5.136455e-01
2.699999999999998e+00	5.143309e-01
2.749999999999998e+00	5.150161e-01
2.799999999999998e+00	5.157014e-01
2.849999999999998e+00	5.163864e-01
2.899999999999998e+00	5.170715e-01
2.949999999999998e+00	5.177565e-01
2.999999999999997e+00	5.184413e-01
3.049999999999997e+00	5.191261e-01
3.099999999999997e+00	5.198109e-01
3.149999999999997e+00	5.204955e-01
3.199999999999997e+00	5.211802e-01
3.249999999999996e+00	5.218647e-01
3.299999999999996e+00	5.225491e-01
3.349999999999996e+00	5.232335e-01
3.399999999999996e+00	5.239177e-01
3.449999999999996e+00	5.246019e-01
3.499999999999996e+00	5.252861e-01
3.549999999999995e+00	5.259702e-01
3.599999999999995e+00	5.266541e-01
3.649999999999995e+00	5.273381e-01
3.699999999999995e+00	5.280219e-01
3.749999999999995e+00	5.287057e-01
3.799999999999994e+00	5.293894e-01
3.849999999999994e+00	5.300730e-01
3.899999999999994e+00	5.307565e-01
3.949999999999994e+00	5.314400e-01
3.999999999999994e+00	5.321234e-01
4.049999999999994e+00	5.328067e-01
4.099999999999993e+00	5.334899e-01
4.149999999999993e+00	5.341731e-01
4.199999999999993e+00	5.348563e-01
4.249999999999993e+00	5.355393e-01
4.299999999999993e+00	5.362222e-01
4.349999999999993e+00	5.369051e-01
4.399999999999992e+00	5.375879e-01
4.449999999999992e+00	5.382706e-01
4.499999999999992e+00	5.389532e-01
4.549999999999992e+00	5.396358e-01
4.599999999999992e+00	5.403183e-01
4.649999999999991e+00	5.410008e-01
4.699999999999991e+00	5.416831e-01
4.749999999999991e+00	5.423654e-01
4.799999999999991e+00	5.430476e-01
4.849999999999991e+00	5.437297e-01
4.899999999999991e+00	5.444118e-01
4.949999999999990e+00	5.450938e-01
4.999999999999990e+00	5.457757e-01
5.049999999999990e+00	5.464575e-01
5.099999999999990e+00	5.471393e-01
5.149999999999990e+00	5.478209e-01
5.199999999999990e+00	5.485026e-01
5.249999999999989e+00	5.491841e-01
5.299999999999989e+00	5.498655e-01
5.349999999999989e+00	5.505469e-01
5.399999999999989e+00	5.512283e-01
5.449999999999989e+00	5.519095e-01
5.499999999999988e+00	5.525907e-01
5.549999999999988e+00	5.532718e-01
5.599999999999988e+00	5.539528e-01
5.649999999999988e+00	5.546337e-01
5.699999999999988e+00	5.553146e-01
5.749999999999988e+00	5.559954e-01
5.799999999999987e+00	5.566761e-01
5.849999999999987e+00	5.573568e-01
5.899999999999987e+00	5.580373e-01
5.949999999999987e+00	5.587178e-01
5.999999999999987e+00	5.593983e-01
6.049999999999986e+00	5.600786e-01
6.099999999999986e+00	5.607589e-01
6.149999999999986e+00	5.614392e-01
6.199999999999986e+00	5.621192e-01
6.249999999999986e+00	5.627993e-01
6.299999999999986e+00	5.634793e-01
6.349999999999985e+00	5.641592e-01
6.399999999999985e+00	5.648391e-01
6.449999999999985e+00	5.655188e-01
6.499999999999985e+00	5.661985e-01
6.549999999999985e+00	5.668781e-01
6.599999999999985e+00	5.675577e-01
6.649999999999984e+00	5.682371e-01
6.699999999999984e+00	5.689166e-01
6.749999999999984e+00	5.695959e-01
6.799999999999984e+00	5.702751e-01
6.849999999999984e+00	5.709543e-01
6.899999999999983e+00	5.716334e-01
6.949999999999983e+00	5.723124e-01
6.999999999999983e+00	5.729914e-01
7.049999999999983e+00	5.736703e-01
7.099999999999983e+00	5.743490e-01
7.149999999999983e+00	5.750278e-01
7.199999999999982e+00	5.757064e-01
7.249999999999982e+00	5.763850e-01
7.299999999999982e+00	5.770636e-01
7.349999999999982e+00	5.777420e-01
7.399999999999982e+00	5.784203e-01
7.449999999999982e+00	5.790986e-01
7.499999999999981e+00	5.797769e-01
7.549999999999981e+00	5.804550e-01
7.599999999999981e+00	5.811331e-01
7.649999999999981e+00	5.818111e-01
7.699999999999981e+00	5.824890e-01
7.749999999999980e+00	5.831668e-01
7.799999999999980e+00	5.838447e-01
7.849999999999980e+00	5.845224e-01
7.899999999999980e+00	5.852000e-01
7.949999999999980e+00	5.858775e-01
7.999999999999980e+00	5.865550e-01
8.049999999999979e+00	5.872324e-01
8.099999999999980e+00	5.879098e-01
8.149999999999981e+00	5.885870e-01
8.199999999999982e+00	5.892642e-01
8.249999999999982e+00	5.899413e-01
8.299999999999983e+00	5.906184e-01
8.349999999999984e+00	5.912954e-01
8.399999999999984e+00	5.919723e-01
8.449999999999985e+00	5.926491e-01
8.499999999999986e+00	5.933259e-01
8.549999999999986e+00	5.940025e-01
8.599999999999987e+00	5.946791e-01
8.649999999999988e+00	5.953557e-01
8.699999999999989e+00	5.960321e-01
8.749999999999989e+00	5.967085e-01
8.799999999999990e+00	5.973848e-01
8.849999999999991e+00	5.980611e-01
8.899999999999991e+00	5.987372e-01
