Record Length,20480,,Source,CH2
,,,-0.20307999849,3.02000
,,,-0.20306000113,3.02000
,,,-0.20303998888,3.04000
,,,-0.20301999152,3.06000
,,,-0.20299999416,3.06000
,,,-0.20297999680,3.06000
,,,-0.20295999944,3.08000
,,,-0.20294000208,3.08000
,,,-0.20291998982,3.08000
,,,-0.20289999247,3.10000
,,,-0.20287999511,3.10000
,,,-0.20285999775,3.10000
,,,-0.20284000039,3.12000
,,,-0.20281998813,3.12000
,,,-0.20279999077,3.12000
,,,-0.20277999341,3.14000
,,,-0.20275999606,3.14000
,,,-0.20273999870,3.14000
,,,-0.20272000134,3.16000
,,,-0.20269998908,3.16000
,,,-0.20267999172,3.16000
,,,-0.20265999436,3.16000
,,,-0.20263999701,3.16000
,,,-0.20261999965,3.18000
,,,-0.20260000229,3.18000
,,,-0.20257999003,3.18000
,,,-0.20255999267,3.18000
,,,-0.20253999531,3.18000
,,,-0.20251999795,3.20000
,,,-0.20250000060,3.22000
,,,-0.20247998834,3.22000
,,,-0.20245999098,3.24000
,,,-0.20243999362,3.22000
,,,-0.20241999626,3.24000
,,,-0.20239999890,3.24000
,,,-0.20238000154,3.24000
,,,-0.20235998929,3.26000
,,,-0.20233999193,3.26000
,,,-0.20231999457,3.26000
,,,-0.20229999721,3.28000
,,,-0.20227999985,3.28000
,,,-0.20225998759,3.28000
,,,-0.20223999023,3.28000
,,,-0.20221999288,3.30000
,,,-0.20219999552,3.30000
,,,-0.20217999816,3.32000
,,,-0.20216000080,3.32000
,,,-0.20213998854,3.32000
,,,-0.20211999118,3.32000
,,,-0.20209999382,3.34000
,,,-0.20207999647,3.34000
,,,-0.20205999911,3.34000
,,,-0.20204000175,3.36000
,,,-0.20201998949,3.36000
,,,-0.20199999213,3.36000
,,,-0.20197999477,3.38000
,,,-0.20195999742,3.36000
,,,-0.20194000006,3.38000
,,,-0.20191998780,3.38000
,,,-0.20189999044,3.38000
,,,-0.20187999308,3.38000
,,,-0.20185999572,3.40000
,,,-0.20183999836,3.40000
,,,-0.20182000101,3.40000
,,,-0.20179998875,3.42000
,,,-0.20177999139,3.42000
,,,-0.20175999403,3.44000
,,,-0.20173999667,3.42000
,,,-0.20171999931,3.42000
,,,-0.20170000196,3.44000
,,,-0.20167998970,3.44000
,,,-0.20165999234,3.44000
,,,-0.20163999498,3.44000
,,,-0.20161999762,3.46000
,,,-0.20160000026,3.46000
,,,-0.20157998800,3.46000
,,,-0.20155999064,3.46000
,,,-0.20153999329,3.46000
,,,-0.20151999593,3.46000
,,,-0.20149999857,3.46000
,,,-0.20148000121,3.48000
,,,-0.20145998895,3.48000
,,,-0.20143999159,3.48000
,,,-0.20141999424,3.48000
,,,-0.20139999688,3.48000
,,,-0.20137999952,3.48000
,,,-0.20136000216,3.50000
,,,-0.20133998990,3.50000
,,,-0.20131999254,3.50000
,,,-0.20129999518,3.50000
,,,-0.20127999783,3.50000
,,,-0.20126000047,3.50000
,,,-0.20123998821,3.50000
,,,-0.20121999085,3.50000
,,,-0.20119999349,3.50000
,,,-0.20117999613,3.50000
,,,-0.20115999877,3.52000
,,,-0.20114000142,3.52000
,,,-0.20111998916,3.52000
,,,-0.20109999180,3.52000
,,,-0.20107999444,3.52000
,,,-0.20105999708,3.52000
,,,-0.20103999972,3.50000
,,,-0.20102000237,3.52000
,,,-0.20099999011,3.52000
,,,-0.20097999275,3.52000
,,,-0.20095999539,3.54000
,,,-0.20093999803,3.54000
,,,-0.20092000067,3.54000
,,,-0.20089998841,3.54000
,,,-0.20087999105,3.54000
,,,-0.20085999370,3.54000
,,,-0.20083999634,3.54000
,,,-0.20081999898,3.52000
,,,-0.20080000162,3.54000
,,,-0.20077998936,3.54000
,,,-0.20075999200,3.54000
,,,-0.20073999465,3.52000
,,,-0.20071999729,3.54000
,,,-0.20069999993,3.54000
,,,-0.20067998767,3.54000
,,,-0.20065999031,3.52000
,,,-0.20063999295,3.54000
,,,-0.20061999559,3.52000
,,,-0.20059999824,3.52000
,,,-0.20058000088,3.52000
,,,-0.20055998862,3.52000
,,,-0.20053999126,3.52000
,,,-0.20051999390,3.52000
,,,-0.20049999654,3.52000
,,,-0.20047999918,3.52000
,,,-0.20046000183,3.52000
,,,-0.20043998957,3.52000
,,,-0.20041999221,3.52000
,,,-0.20039999485,3.52000
,,,-0.20037999749,3.52000
,,,-0.20036000013,3.52000
,,,-0.20033998787,3.52000
,,,-0.20031999052,3.50000
,,,-0.20029999316,3.52000
,,,-0.20027999580,3.50000
,,,-0.20025999844,3.52000
,,,-0.20024000108,3.50000
,,,-0.20021998882,3.50000
,,,-0.20019999146,3.50000
,,,-0.20017999411,3.50000
,,,-0.20015999675,3.50000
,,,-0.20013999939,3.50000
,,,-0.20012000203,3.50000
,,,-0.20009998977,3.50000
,,,-0.20007999241,3.48000
,,,-0.20005999506,3.50000
,,,-0.20003999770,3.50000
,,,-0.20002000034,3.48000
,,,-0.19999998808,3.50000
,,,-0.19997999072,3.50000
,,,-0.19995999336,3.48000
,,,-0.19993999600,3.50000
,,,-0.19991999865,3.48000
,,,-0.19990000129,3.48000
,,,-0.19987998903,3.48000
,,,-0.19985999167,3.48000
,,,-0.19983999431,3.46000
,,,-0.19981999695,3.48000
,,,-0.19979999959,3.48000
,,,-0.19978000224,3.48000
,,,-0.19975998998,3.46000
,,,-0.19973999262,3.46000
,,,-0.19971999526,3.48000
,,,-0.19969999790,3.48000
,,,-0.19968000054,3.48000
,,,-0.19965998828,3.46000
,,,-0.19963999093,3.46000
,,,-0.19961999357,3.46000
,,,-0.19959999621,3.46000
,,,-0.19957999885,3.46000
,,,-0.19956000149,3.46000
,,,-0.19953998923,3.44000
,,,-0.19951999187,3.46000
,,,-0.19949999452,3.46000
,,,-0.19947999716,3.46000
,,,-0.19945999980,3.44000
,,,-0.19943998754,3.46000
,,,-0.19941999018,3.44000
,,,-0.19939999282,3.44000
,,,-0.19937999547,3.46000
,,,-0.19935999811,3.44000
,,,-0.19934000075,3.44000
,,,-0.19931998849,3.44000
,,,-0.19929999113,3.44000
,,,-0.19927999377,3.44000
,,,-0.19925999641,3.44000
,,,-0.19923999906,3.44000
,,,-0.19922000170,3.44000
,,,-0.19919998944,3.42000
,,,-0.19917999208,3.42000
,,,-0.19915999472,3.44000
,,,-0.19913999736,3.44000
,,,-0.19912000000,3.44000
,,,-0.19909998775,3.44000
,,,-0.19907999039,3.44000
,,,-0.19905999303,3.42000
,,,-0.19903999567,3.42000
,,,-0.19901999831,3.42000
,,,-0.19900000095,3.40000
,,,-0.19897998869,3.42000
,,,-0.19895999134,3.42000
,,,-0.19893999398,3.42000
,,,-0.19891999662,3.42000
,,,-0.19889999926,3.42000
,,,-0.19888000190,3.42000
,,,-0.19885998964,3.42000
,,,-0.19883999228,3.42000
,,,-0.19881999493,3.40000
,,,-0.19879999757,3.40000
,,,-0.19878000021,3.40000
,,,-0.19875998795,3.40000
,,,-0.19873999059,3.40000
,,,-0.19871999323,3.40000
,,,-0.19869999588,3.40000
,,,-0.19867999852,3.40000
,,,-0.19866000116,3.40000
,,,-0.19863998890,3.40000
,,,-0.19861999154,3.40000
,,,-0.19859999418,3.40000
,,,-0.19857999682,3.38000
,,,-0.19855999947,3.40000
,,,-0.19854000211,3.38000
,,,-0.19851998985,3.38000
,,,-0.19849999249,3.40000
,,,-0.19847999513,3.38000
,,,-0.19845999777,3.38000
,,,-0.19844000041,3.38000
,,,-0.19841998816,3.38000
,,,-0.19839999080,3.38000
,,,-0.19837999344,3.38000
,,,-0.19835999608,3.38000
,,,-0.19833999872,3.38000
,,,-0.19832000136,3.36000
,,,-0.19829998910,3.38000
,,,-0.19827999175,3.36000
,,,-0.19825999439,3.38000
,,,-0.19823999703,3.36000
,,,-0.19821999967,3.36000
,,,-0.19820000231,3.36000
,,,-0.19817999005,3.36000
,,,-0.19815999269,3.36000
,,,-0.19813999534,3.36000
,,,-0.19811999798,3.36000
,,,-0.19810000062,3.36000
,,,-0.19807998836,3.36000
,,,-0.19805999100,3.38000
,,,-0.19803999364,3.36000
,,,-0.19801999629,3.36000
,,,-0.19799999893,3.34000
,,,-0.19798000157,3.36000
,,,-0.19795998931,3.34000
,,,-0.19793999195,3.34000
,,,-0.19791999459,3.34000
,,,-0.19789999723,3.34000
,,,-0.19787999988,3.34000
,,,-0.19785998762,3.34000
,,,-0.19783999026,3.34000
,,,-0.19781999290,3.34000
,,,-0.19779999554,3.34000
,,,-0.19777999818,3.34000
,,,-0.19776000082,3.34000
,,,-0.19773998857,3.34000
,,,-0.19771999121,3.32000
,,,-0.19769999385,3.34000
,,,-0.19767999649,3.34000
,,,-0.19765999913,3.34000
,,,-0.19764000177,3.34000
,,,-0.19761998951,3.34000
,,,-0.19759999216,3.34000
,,,-0.19757999480,3.32000
,,,-0.19755999744,3.32000
,,,-0.19754000008,3.32000
,,,-0.19751998782,3.32000
,,,-0.19749999046,3.32000
,,,-0.19747999310,3.32000
,,,-0.19745999575,3.32000
,,,-0.19743999839,3.30000
,,,-0.19742000103,3.32000
,,,-0.19739998877,3.32000
,,,-0.19737999141,3.30000
,,,-0.19735999405,3.32000
,,,-0.19733999670,3.30000
,,,-0.19731999934,3.32000
,,,-0.19730000198,3.30000
,,,-0.19727998972,3.30000
,,,-0.19725999236,3.32000
,,,-0.19723999500,3.30000
,,,-0.19721999764,3.28000
,,,-0.19720000029,3.30000
,,,-0.19717998803,3.28000
,,,-0.19715999067,3.30000
,,,-0.19713999331,3.30000
,,,-0.19711999595,3.28000
,,,-0.19709999859,3.28000
,,,-0.19708000124,3.30000
,,,-0.19705998898,3.28000
,,,-0.19703999162,3.30000
,,,-0.19701999426,3.28000
,,,-0.19699999690,3.28000
,,,-0.19697999954,3.28000
,,,-0.19696000218,3.28000
,,,-0.19693998992,3.28000
,,,-0.19691999257,3.28000
,,,-0.19689999521,3.28000
,,,-0.19687999785,3.28000
,,,-0.19686000049,3.26000
,,,-0.19683998823,3.28000
,,,-0.19681999087,3.26000
,,,-0.19679999352,3.28000
,,,-0.19677999616,3.26000
,,,-0.19675999880,3.28000
,,,-0.19674000144,3.26000
,,,-0.19671998918,3.26000
,,,-0.19669999182,3.26000
,,,-0.19667999446,3.26000
,,,-0.19665999711,3.26000
,,,-0.19663999975,3.26000
,,,-0.19662000239,3.26000
,,,-0.19659999013,3.26000
,,,-0.19657999277,3.26000
,,,-0.19655999541,3.26000
,,,-0.19653999805,3.26000
,,,-0.19652000070,3.26000
,,,-0.19649998844,3.26000
,,,-0.19647999108,3.26000
,,,-0.19645999372,3.26000
,,,-0.19643999636,3.24000
,,,-0.19641999900,3.24000
,,,-0.19640000165,3.26000
,,,-0.19637998939,3.24000
,,,-0.19635999203,3.24000
,,,-0.19633999467,3.24000
,,,-0.19631999731,3.24000
,,,-0.19629999995,3.24000
,,,-0.19627998769,3.24000
,,,-0.19625999033,3.22000
,,,-0.19623999298,3.24000
,,,-0.19621999562,3.22000
,,,-0.19619999826,3.22000
,,,-0.19618000090,3.22000
,,,-0.19615998864,3.24000
,,,-0.19613999128,3.24000
,,,-0.19611999393,3.24000
,,,-0.19609999657,3.22000
,,,-0.19607999921,3.22000
,,,-0.19606000185,3.24000
,,,-0.19603998959,3.20000
,,,-0.19601999223,3.22000
,,,-0.19599999487,3.22000
,,,-0.19597999752,3.22000
,,,-0.19596000016,3.22000
,,,-0.19593998790,3.22000
,,,-0.19591999054,3.22000
,,,-0.19589999318,3.20000
,,,-0.19587999582,3.22000
,,,-0.19585999846,3.22000
,,,-0.19584000111,3.20000
,,,-0.19581998885,3.20000
,,,-0.19579999149,3.20000
,,,-0.19577999413,3.20000
,,,-0.19575999677,3.20000
,,,-0.19573999941,3.20000
,,,-0.19572000206,3.20000
,,,-0.19569998980,3.18000
,,,-0.19567999244,3.20000
,,,-0.19565999508,3.18000
,,,-0.19563999772,3.18000
,,,-0.19562000036,3.20000
,,,-0.19559998810,3.20000
,,,-0.19557999074,3.18000
,,,-0.19555999339,3.18000
,,,-0.19553999603,3.18000
,,,-0.19551999867,3.18000
,,,-0.19550000131,3.18000
,,,-0.19547998905,3.18000
,,,-0.19545999169,3.18000
,,,-0.19543999434,3.18000
,,,-0.19541999698,3.18000
,,,-0.19539999962,3.18000
,,,-0.19538000226,3.18000
,,,-0.19535999000,3.18000
,,,-0.19533999264,3.18000
,,,-0.19531999528,3.18000
,,,-0.19529999793,3.18000
,,,-0.19528000057,3.18000
,,,-0.19525998831,3.16000
,,,-0.19523999095,3.18000
,,,-0.19521999359,3.16000
,,,-0.19519999623,3.18000
,,,-0.19517999887,3.18000
,,,-0.19516000152,3.16000
,,,-0.19513998926,3.18000
,,,-0.19511999190,3.16000
,,,-0.19509999454,3.16000
,,,-0.19507999718,3.16000
,,,-0.19505999982,3.16000
,,,-0.19504000247,3.16000
,,,-0.19501999021,3.16000
,,,-0.19499999285,3.16000
,,,-0.19497999549,3.16000
,,,-0.19495999813,3.16000
,,,-0.19494000077,3.16000
,,,-0.19491998851,3.16000
,,,-0.19489999115,3.16000
,,,-0.19487999380,3.16000
,,,-0.19485999644,3.16000
,,,-0.19483999908,3.16000
,,,-0.19482000172,3.16000
,,,-0.19479998946,3.16000
,,,-0.19477999210,3.16000
,,,-0.19475999475,3.16000
,,,-0.19473999739,3.16000
,,,-0.19472000003,3.16000
,,,-0.19469998777,3.14000
,,,-0.19467999041,3.14000
,,,-0.19465999305,3.14000
,,,-0.19463999569,3.16000
,,,-0.19461999834,3.16000
,,,-0.19460000098,3.14000
,,,-0.19457998872,3.14000
,,,-0.19455999136,3.14000
,,,-0.19453999400,3.14000
,,,-0.19451999664,3.14000
,,,-0.19449999928,3.14000
,,,-0.19448000193,3.12000
,,,-0.19445998967,3.12000
,,,-0.19443999231,3.14000
,,,-0.19441999495,3.14000
,,,-0.19439999759,3.14000
,,,-0.19438000023,3.12000
,,,-0.19435998797,3.14000
,,,-0.19433999062,3.12000
,,,-0.19431999326,3.14000
,,,-0.19429999590,3.12000
,,,-0.19427999854,3.12000
,,,-0.19426000118,3.14000
,,,-0.19423998892,3.12000
,,,-0.19421999156,3.12000
,,,-0.19419999421,3.12000
,,,-0.19417999685,3.12000
,,,-0.19415999949,3.12000
,,,-0.19414000213,3.12000
,,,-0.19411998987,3.12000
,,,-0.19409999251,3.12000
,,,-0.19407999516,3.12000
,,,-0.19405999780,3.10000
,,,-0.19404000044,3.12000
,,,-0.19401998818,3.10000
,,,-0.19399999082,3.12000
,,,-0.19397999346,3.10000
,,,-0.19395999610,3.10000
,,,-0.19393999875,3.10000
,,,-0.19392000139,3.10000
,,,-0.19389998913,3.10000
,,,-0.19387999177,3.10000
,,,-0.19385999441,3.10000
,,,-0.19383999705,3.10000
,,,-0.19381999969,3.10000
,,,-0.19380000234,3.10000
,,,-0.19377999008,3.10000
,,,-0.19375999272,3.10000
,,,-0.19373999536,3.08000
,,,-0.19371999800,3.10000
,,,-0.19370000064,3.10000
,,,-0.19367998838,3.08000
,,,-0.19365999103,3.08000
,,,-0.19363999367,3.08000
,,,-0.19361999631,3.08000
,,,-0.19359999895,3.08000
,,,-0.19358000159,3.08000
,,,-0.19355998933,3.08000
,,,-0.19353999197,3.08000
,,,-0.19351999462,3.08000
,,,-0.19349999726,3.08000
,,,-0.19347999990,3.08000
,,,-0.19346000254,3.08000
,,,-0.19343999028,3.08000
,,,-0.19341999292,3.08000
,,,-0.19339999557,3.08000
,,,-0.19337999821,3.06000
,,,-0.19336000085,3.06000
,,,-0.19333998859,3.08000
,,,-0.19331999123,3.06000
,,,-0.19329999387,3.06000
,,,-0.19327999651,3.06000
,,,-0.19325999916,3.06000
,,,-0.19324000180,3.06000
,,,-0.19321998954,3.06000
,,,-0.19319999218,3.06000
,,,-0.19317999482,3.06000
,,,-0.19315999746,3.04000
,,,-0.19314000010,3.04000
,,,-0.19311998785,3.06000
,,,-0.19309999049,3.06000
,,,-0.19307999313,3.04000
,,,-0.19305999577,3.06000
,,,-0.19303999841,3.04000
,,,-0.19302000105,3.04000
,,,-0.19299998879,3.04000
,,,-0.19297999144,3.04000
,,,-0.19295999408,3.04000
,,,-0.19293999672,3.04000
,,,-0.19291999936,3.04000
,,,-0.19290000200,3.04000
,,,-0.19287998974,3.04000
,,,-0.19285999238,3.04000
,,,-0.19283999503,3.02000
,,,-0.19281999767,3.04000
,,,-0.19280000031,3.02000
,,,-0.19277998805,3.02000
,,,-0.19275999069,3.04000
,,,-0.19273999333,3.02000
,,,-0.19271999598,3.02000
,,,-0.19269999862,3.02000
,,,-0.19268000126,3.04000
,,,-0.19265998900,3.02000
,,,-0.19263999164,3.02000
,,,-0.19261999428,3.00000
,,,-0.19259999692,3.00000
,,,-0.19257999957,3.02000
,,,-0.19256000221,3.02000
,,,-0.19253998995,3.02000
,,,-0.19251999259,3.02000
,,,-0.19249999523,3.00000
,,,-0.19247999787,3.02000
,,,-0.19246000051,3.02000
,,,-0.19243998826,3.00000
,,,-0.19241999090,3.00000
,,,-0.19239999354,2.98000
,,,-0.19237999618,3.00000
,,,-0.19235999882,3.00000
,,,-0.19234000146,3.00000
,,,-0.19231998920,3.00000
,,,-0.19229999185,3.00000
,,,-0.19227999449,3.00000
,,,-0.19225999713,3.00000
,,,-0.19223999977,3.00000
,,,-0.19222000241,3.00000
,,,-0.19219999015,3.00000
,,,-0.19217999279,3.00000
,,,-0.19215999544,3.00000
,,,-0.19213999808,2.98000
,,,-0.19212000072,2.98000
,,,-0.19209998846,2.98000
,,,-0.19207999110,2.98000
,,,-0.19205999374,2.98000
,,,-0.19203999639,2.98000
,,,-0.19201999903,2.98000
,,,-0.19200000167,3.00000
,,,-0.19197998941,2.98000
,,,-0.19195999205,2.98000
,,,-0.19193999469,2.98000
,,,-0.19191999733,2.96000
,,,-0.19189999998,2.98000
,,,-0.19187998772,2.96000
,,,-0.19185999036,2.96000
,,,-0.19183999300,2.96000
,,,-0.19181999564,2.96000
,,,-0.19179999828,2.96000
,,,-0.19178000093,2.96000
,,,-0.19175998867,2.96000
,,,-0.19173999131,2.96000
,,,-0.19171999395,2.96000
,,,-0.19169999659,2.98000
,,,-0.19167999923,2.94000
,,,-0.19166000187,2.96000
,,,-0.19163998961,2.96000
,,,-0.19161999226,2.94000
,,,-0.19159999490,2.96000
,,,-0.19157999754,2.96000
,,,-0.19156000018,2.94000
,,,-0.19153998792,2.94000
,,,-0.19151999056,2.94000
,,,-0.19149999321,2.94000
,,,-0.19147999585,2.94000
,,,-0.19145999849,2.94000
,,,-0.19144000113,2.94000
,,,-0.19141998887,2.94000
,,,-0.19139999151,2.94000
,,,-0.19137999415,2.94000
,,,-0.19135999680,2.94000
,,,-0.19133999944,2.94000
,,,-0.19132000208,2.94000
,,,-0.19129998982,2.92000
,,,-0.19127999246,2.92000
,,,-0.19125999510,2.94000
,,,-0.19123999774,2.94000
,,,-0.19122000039,2.92000
,,,-0.19119998813,2.92000
,,,-0.19117999077,2.92000
,,,-0.19115999341,2.92000
,,,-0.19113999605,2.92000
,,,-0.19111999869,2.92000
,,,-0.19110000134,2.92000
,,,-0.19107998908,2.94000
,,,-0.19105999172,2.92000
,,,-0.19103999436,2.92000
,,,-0.19101999700,2.90000
,,,-0.19099999964,2.92000
,,,-0.19098000228,2.90000
,,,-0.19095999002,2.90000
,,,-0.19093999267,2.92000
,,,-0.19091999531,2.90000
,,,-0.19089999795,2.90000
,,,-0.19088000059,2.90000
,,,-0.19085998833,2.90000
,,,-0.19083999097,2.90000
,,,-0.19081999362,2.90000
,,,-0.19079999626,2.90000
,,,-0.19077999890,2.90000
,,,-0.19076000154,2.90000
,,,-0.19073998928,2.90000
,,,-0.19071999192,2.88000
,,,-0.19069999456,2.90000
,,,-0.19067999721,2.88000
,,,-0.19065999985,2.90000
,,,-0.19064000249,2.88000
,,,-0.19061999023,2.88000
,,,-0.19059999287,2.90000
,,,-0.19057999551,2.90000
,,,-0.19055999815,2.88000
,,,-0.19054000080,2.88000
,,,-0.19051998854,2.88000
,,,-0.19049999118,2.88000
,,,-0.19047999382,2.88000
,,,-0.19045999646,2.88000
,,,-0.19043999910,2.88000
,,,-0.19042000175,2.88000
,,,-0.19039998949,2.88000
,,,-0.19037999213,2.86000
,,,-0.19035999477,2.88000
,,,-0.19033999741,2.88000
,,,-0.19032000005,2.88000
,,,-0.19029998779,2.88000
,,,-0.19027999043,2.88000
,,,-0.19025999308,2.88000
,,,-0.19023999572,2.86000
,,,-0.19021999836,2.86000
,,,-0.19020000100,2.88000
,,,-0.19017998874,2.86000
,,,-0.19015999138,2.86000
,,,-0.19013999403,2.86000
,,,-0.19011999667,2.86000
,,,-0.19009999931,2.86000
,,,-0.19008000195,2.86000
,,,-0.19005998969,2.86000
,,,-0.19003999233,2.86000
,,,-0.19001999497,2.86000
,,,-0.18999999762,2.84000
,,,-0.18998000026,2.86000
,,,-0.18995998800,2.86000
,,,-0.18993999064,2.86000
,,,-0.18991999328,2.84000
,,,-0.18989999592,2.86000
,,,-0.18987999856,2.84000
,,,-0.18986000121,2.84000
,,,-0.18983998895,2.84000
,,,-0.18981999159,2.84000
,,,-0.18979999423,2.84000
,,,-0.18977999687,2.84000
,,,-0.18975999951,2.84000
,,,-0.18974000216,2.84000
,,,-0.18971998990,2.84000
,,,-0.18969999254,2.84000
,,,-0.18967999518,2.84000
,,,-0.18965999782,2.82000
,,,-0.18964000046,2.84000
,,,-0.18961998820,2.82000
,,,-0.18959999084,2.82000
,,,-0.18957999349,2.82000
,,,-0.18955999613,2.82000
,,,-0.18953999877,2.82000
,,,-0.18952000141,2.84000
,,,-0.18949998915,2.82000
,,,-0.18947999179,2.82000
,,,-0.18945999444,2.84000
,,,-0.18943999708,2.82000
,,,-0.18941999972,2.82000
,,,-0.18940000236,2.82000
,,,-0.18937999010,2.82000
,,,-0.18935999274,2.80000
,,,-0.18933999538,2.82000
,,,-0.18931999803,2.80000
,,,-0.18930000067,2.82000
,,,-0.18927998841,2.80000
,,,-0.18925999105,2.82000
,,,-0.18923999369,2.80000
,,,-0.18921999633,2.80000
,,,-0.18919999897,2.80000
,,,-0.18918000162,2.80000
,,,-0.18915998936,2.80000
,,,-0.18913999200,2.80000
,,,-0.18911999464,2.82000
,,,-0.18909999728,2.80000
,,,-0.18907999992,2.80000
,,,-0.18906000257,2.80000
,,,-0.18903999031,2.80000
,,,-0.18901999295,2.80000
,,,-0.18899999559,2.80000
,,,-0.18897999823,2.80000
,,,-0.18896000087,2.80000
,,,-0.18893998861,2.80000
,,,-0.18891999125,2.80000
,,,-0.18889999390,2.80000
,,,-0.18887999654,2.80000
,,,-0.18885999918,2.78000
,,,-0.18884000182,2.80000
,,,-0.18881998956,2.78000
,,,-0.18879999220,2.78000
,,,-0.18877999485,2.80000
,,,-0.18875999749,2.80000
,,,-0.18874000013,2.78000
,,,-0.18871998787,2.78000
,,,-0.18869999051,2.80000
,,,-0.18867999315,2.78000
,,,-0.18865999579,2.78000
,,,-0.18863999844,2.78000
,,,-0.18862000108,2.78000
,,,-0.18859998882,2.78000
,,,-0.18857999146,2.78000
,,,-0.18855999410,2.78000
,,,-0.18853999674,2.78000
,,,-0.18851999938,2.78000
,,,-0.18850000203,2.78000
,,,-0.18847998977,2.78000
,,,-0.18845999241,2.76000
,,,-0.18843999505,2.76000
,,,-0.18841999769,2.76000
,,,-0.18840000033,2.74000
,,,-0.18837998807,2.76000
,,,-0.18835999072,2.76000
,,,-0.18833999336,2.76000
,,,-0.18831999600,2.76000
,,,-0.18829999864,2.74000
,,,-0.18828000128,2.76000
,,,-0.18825998902,2.76000
,,,-0.18823999166,2.74000
,,,-0.18821999431,2.74000
,,,-0.18819999695,2.74000
,,,-0.18817999959,2.76000
,,,-0.18816000223,2.74000
,,,-0.18813998997,2.74000
,,,-0.18811999261,2.74000
,,,-0.18809999526,2.74000
,,,-0.18807999790,2.74000
,,,-0.18806000054,2.74000
,,,-0.18803998828,2.74000
,,,-0.18801999092,2.74000
,,,-0.18799999356,2.74000
,,,-0.18797999620,2.74000
,,,-0.18795999885,2.74000
,,,-0.18794000149,2.74000
,,,-0.18791998923,2.74000
,,,-0.18789999187,2.74000
,,,-0.18787999451,2.74000
,,,-0.18785999715,2.74000
,,,-0.18783999979,2.74000
,,,-0.18782000244,2.72000
,,,-0.18779999018,2.74000
,,,-0.18777999282,2.74000
,,,-0.18775999546,2.72000
,,,-0.18773999810,2.72000
,,,-0.18772000074,2.72000
,,,-0.18769998848,2.72000
,,,-0.18767999113,2.72000
,,,-0.18765999377,2.72000
,,,-0.18763999641,2.72000
,,,-0.18761999905,2.72000
,,,-0.18760000169,2.72000
,,,-0.18757998943,2.72000
,,,-0.18755999207,2.72000
,,,-0.18753999472,2.72000
,,,-0.18751999736,2.72000
