Record Length,20480,,Source,CH2
Sample Interval, CH2:0.0000199999995,,Second,Volt
Vertical Units, CH2:V,,-0.20479999483,1.20000
Vertical Scale, CH2:1.00,,-0.20477999747,1.52000
Vertical Offset, CH2:0.00,,-0.20476000011,0.48000
,,,-0.20081999898,0.84000
,,,-0.20080000162,0.36000
,,,-0.20077998936,0.12000
,,,-0.20075999200,-0.08000
,,,-0.20073999465,-0.32000
,,,-0.20071999729,-0.40000
,,,-0.20069999993,-0.60000
,,,-0.20067998767,-0.92000
,,,-0.20065999031,-1.08000
,,,-0.20063999295,-1.24000
,,,-0.20061999559,-1.44000
,,,-0.20059999824,-1.24000
,,,-0.20058000088,-1.44000
,,,-0.20055998862,-1.16000
,,,-0.20053999126,-1.20000
,,,-0.20051999390,-1.16000
,,,-0.20049999654,-1.12000
,,,-0.20047999918,-1.04000
,,,-0.20046000183,-0.84000
,,,-0.20043998957,-0.56000
,,,-0.20041999221,-0.40000
,,,-0.20039999485,-0.12000
,,,-0.20037999749,0.24000
,,,-0.20036000013,0.32000
,,,-0.20033998787,0.64000
,,,-0.20031999052,1.04000
,,,-0.20029999316,1.12000
,,,-0.20027999580,1.24000
,,,-0.20025999844,1.52000
,,,-0.20024000108,1.80000
,,,-0.20021998882,2.00000
,,,-0.20019999146,2.16000
,,,-0.20017999411,2.20000
,,,-0.20015999675,2.40000
,,,-0.20013999939,2.52000
,,,-0.20012000203,2.32000
,,,-0.20009998977,2.56000
,,,-0.20007999241,2.48000
,,,-0.20005999506,2.60000
,,,-0.20003999770,2.44000
,,,-0.20002000034,2.40000
,,,-0.19999998808,2.16000
,,,-0.19997999072,2.16000
,,,-0.19995999336,1.92000
,,,-0.19993999600,1.84000
,,,-0.19991999865,1.40000
,,,-0.19990000129,1.24000
,,,-0.19987998903,1.16000
,,,-0.19985999167,0.72000
,,,-0.19983999431,0.56000
,,,-0.19981999695,0.44000
,,,-0.19979999959,0.08000
,,,-0.19978000224,-0.04000
,,,-0.19975998998,-0.44000
,,,-0.19973999262,-0.80000
,,,-0.19971999526,-0.72000
,,,-0.19969999790,-1.00000
,,,-0.19968000054,-1.04000
,,,-0.19965998828,-1.12000
,,,-0.19963999093,-1.36000
,,,-0.19961999357,-1.36000
,,,-0.19959999621,-1.40000
,,,-0.19957999885,-1.32000
,,,-0.19956000149,-1.40000
,,,-0.19953998923,-1.40000
,,,-0.19951999187,-1.08000
,,,-0.19949999452,-0.88000
,,,-0.19947999716,-0.88000
,,,-0.19945999980,-0.72000
,,,-0.19943998754,-0.68000
,,,-0.19941999018,-0.16000
,,,-0.19939999282,-0.12000
,,,-0.19937999547,0.04000
,,,-0.19935999811,0.24000
,,,-0.19934000075,0.52000
,,,-0.19931998849,0.88000
,,,-0.19929999113,0.96000
,,,-0.19927999377,1.36000
,,,-0.19925999641,1.76000
,,,-0.19923999906,1.72000
,,,-0.19922000170,2.16000
,,,-0.19919998944,2.16000
,,,-0.19917999208,2.28000
,,,-0.19915999472,2.44000
,,,-0.19913999736,2.36000
,,,-0.19912000000,2.40000
,,,-0.19909998775,2.56000
,,,-0.19907999039,2.40000
,,,-0.19905999303,2.64000
,,,-0.19903999567,2.16000
,,,-0.19901999831,2.20000
,,,-0.19900000095,2.12000
,,,-0.19897998869,1.84000
,,,-0.19895999134,1.68000
,,,-0.19893999398,1.48000
,,,-0.19891999662,1.20000
,,,-0.19889999926,0.92000
,,,-0.19888000190,0.64000
,,,-0.19885998964,0.48000
,,,-0.19883999228,0.32000
,,,-0.19881999493,-0.12000
,,,-0.19879999757,-0.44000
,,,-0.19878000021,-0.52000
,,,-0.19875998795,-0.64000
,,,-0.19873999059,-1.00000
,,,-0.19871999323,-1.20000
,,,-0.19869999588,-1.24000
,,,-0.19867999852,-1.36000
,,,-0.19866000116,-1.52000
,,,-0.19863998890,-1.48000
,,,-0.19861999154,-1.44000
,,,-0.19859999418,-1.44000
,,,-0.19857999682,-1.48000
,,,-0.19855999947,-1.36000
,,,-0.19854000211,-1.36000
,,,-0.19851998985,-1.20000
,,,-0.19849999249,-1.04000
,,,-0.19847999513,-0.76000
,,,-0.19845999777,-0.72000
,,,-0.19844000041,-0.56000
,,,-0.19841998816,-0.24000
,,,-0.19839999080,0.00
,,,-0.19837999344,0.16000
,,,-0.19835999608,0.56000
,,,-0.19833999872,0.80000
,,,-0.19832000136,1.00000
,,,-0.19829998910,1.08000
,,,-0.19827999175,1.40000
,,,-0.19825999439,1.60000
,,,-0.19823999703,1.72000
,,,-0.19821999967,2.00000
,,,-0.19820000231,2.12000
,,,-0.19817999005,2.24000
,,,-0.19815999269,2.24000
,,,-0.19813999534,2.28000
,,,-0.19811999798,2.36000
,,,-0.19810000062,2.24000
,,,-0.19807998836,2.12000
,,,-0.19805999100,1.96000
,,,-0.19803999364,1.92000
,,,-0.19801999629,1.80000
,,,-0.19799999893,1.60000
,,,-0.19798000157,1.40000
,,,-0.19795998931,1.24000
,,,-0.19793999195,1.04000
,,,-0.19791999459,0.72000
,,,-0.19789999723,0.60000
,,,-0.19787999988,0.36000
,,,-0.19785998762,0.12000
,,,-0.19783999026,-0.24000
,,,-0.19781999290,-0.32000
,,,-0.19779999554,-0.44000
,,,-0.19777999818,-0.92000
,,,-0.19776000082,-1.04000
,,,-0.19773998857,-1.20000
,,,-0.19771999121,-1.32000
,,,-0.19769999385,-1.52000
,,,-0.19767999649,-1.56000
,,,-0.19765999913,-1.56000
,,,-0.19764000177,-1.72000
,,,-0.19761998951,-1.72000
,,,-0.19759999216,-1.56000
,,,-0.19757999480,-1.56000
,,,-0.19755999744,-1.56000
,,,-0.19754000008,-1.36000
,,,-0.19751998782,-1.12000
,,,-0.19749999046,-1.08000
,,,-0.19747999310,-0.84000
,,,-0.19745999575,-0.56000
,,,-0.19743999839,-0.16000
,,,-0.19742000103,-0.08000
,,,-0.19739998877,0.20000
,,,-0.19737999141,0.52000
,,,-0.19735999405,0.68000
,,,-0.19733999670,0.88000
,,,-0.19731999934,1.16000
,,,-0.19730000198,1.56000
,,,-0.19727998972,1.60000
,,,-0.19725999236,1.76000
,,,-0.19723999500,2.00000
,,,-0.19721999764,2.04000
,,,-0.19720000029,2.08000
,,,-0.19717998803,2.32000
,,,-0.19715999067,2.36000
,,,-0.19713999331,2.20000
,,,-0.19711999595,2.24000
,,,-0.19709999859,2.24000
,,,-0.19708000124,2.12000
,,,-0.19705998898,2.00000
,,,-0.19703999162,1.84000
,,,-0.19701999426,1.80000
,,,-0.19699999690,1.36000
,,,-0.19697999954,1.28000
,,,-0.19696000218,1.08000
,,,-0.19693998992,0.84000
,,,-0.19691999257,0.48000
,,,-0.19689999521,0.24000
,,,-0.19687999785,0.04000
,,,-0.19686000049,-0.20000
,,,-0.19683998823,-0.40000
,,,-0.19681999087,-0.76000
,,,-0.19679999352,-0.84000
,,,-0.19677999616,-1.08000
,,,-0.19675999880,-1.16000
,,,-0.19674000144,-1.32000
,,,-0.19671998918,-1.48000
,,,-0.19669999182,-1.56000
,,,-0.19667999446,-1.52000
,,,-0.19665999711,-1.60000
,,,-0.19663999975,-1.64000
,,,-0.19662000239,-1.64000
,,,-0.19659999013,-1.60000
,,,-0.19657999277,-1.52000
,,,-0.19655999541,-1.44000
,,,-0.19653999805,-1.28000
,,,-0.19652000070,-0.96000
,,,-0.19649998844,-0.80000
,,,-0.19647999108,-0.60000
,,,-0.19645999372,-0.32000
,,,-0.19643999636,-0.20000
,,,-0.19641999900,0.20000
,,,-0.19640000165,0.44000
,,,-0.19637998939,0.48000
,,,-0.19635999203,0.80000
,,,-0.19633999467,1.04000
,,,-0.19631999731,1.20000
,,,-0.19629999995,1.48000
,,,-0.19627998769,1.60000
,,,-0.19625999033,1.76000
,,,-0.19623999298,2.00000
,,,-0.19621999562,2.16000
,,,-0.19619999826,2.12000
,,,-0.19618000090,2.32000
,,,-0.19615998864,2.16000
,,,-0.19613999128,2.28000
,,,-0.19611999393,2.08000
,,,-0.19609999657,2.08000
,,,-0.19607999921,1.80000
,,,-0.19606000185,1.92000
,,,-0.19603998959,1.68000
,,,-0.19601999223,1.60000
,,,-0.19599999487,1.28000
,,,-0.19597999752,1.04000
,,,-0.19596000016,0.72000
,,,-0.19593998790,0.24000
,,,-0.19591999054,0.24000
,,,-0.19589999318,-0.04000
,,,-0.19587999582,-0.36000
,,,-0.19585999846,-0.40000
,,,-0.19584000111,-0.80000
,,,-0.19581998885,-1.04000
,,,-0.19579999149,-1.24000
,,,-0.19577999413,-1.36000
,,,-0.19575999677,-1.64000
,,,-0.19573999941,-1.52000
,,,-0.19572000206,-1.60000
,,,-0.19569998980,-1.76000
,,,-0.19567999244,-1.72000
,,,-0.19565999508,-1.92000
,,,-0.19563999772,-1.80000
,,,-0.19562000036,-1.72000
,,,-0.19559998810,-1.64000
,,,-0.19557999074,-1.48000
,,,-0.19555999339,-1.12000
,,,-0.19553999603,-1.12000
,,,-0.19551999867,-0.88000
,,,-0.19550000131,-0.72000
,,,-0.19547998905,-0.52000
,,,-0.19545999169,-0.16000
,,,-0.19543999434,-0.04000
,,,-0.19541999698,0.16000
,,,-0.19539999962,0.52000
,,,-0.19538000226,0.64000
,,,-0.19535999000,0.92000
,,,-0.19533999264,1.08000
,,,-0.19531999528,1.24000
,,,-0.19529999793,1.72000
,,,-0.19528000057,1.68000
,,,-0.19525998831,1.56000
,,,-0.19523999095,1.68000
,,,-0.19521999359,2.12000
,,,-0.19519999623,2.32000
,,,-0.19517999887,2.08000
,,,-0.19516000152,2.08000
,,,-0.19513998926,2.20000
,,,-0.19511999190,1.88000
,,,-0.19509999454,1.68000
,,,-0.19507999718,1.88000
,,,-0.19505999982,1.52000
,,,-0.19504000247,0.92000
,,,-0.19501999021,1.48000
,,,-0.19499999285,1.00000
,,,-0.19497999549,0.84000
,,,-0.19495999813,0.48000
,,,-0.19494000077,0.40000
,,,-0.19491998851,0.16000
,,,-0.19489999115,-0.16000
,,,-0.19487999380,-0.84000
,,,-0.19485999644,-0.60000
,,,-0.19483999908,-0.72000
,,,-0.19482000172,-1.56000
,,,-0.19479998946,-1.48000
,,,-0.19477999210,-1.08000
,,,-0.19475999475,-1.96000
,,,-0.19473999739,-1.48000
,,,-0.19472000003,-1.76000
,,,-0.19469998777,-2.12000
,,,-0.19467999041,-1.52000
,,,-0.19465999305,-2.24000
,,,-0.19463999569,-1.40000
,,,-0.19461999834,-2.12000
,,,-0.19460000098,-1.12000
,,,-0.19457998872,-1.80000
,,,-0.19455999136,-0.92000
,,,-0.19453999400,-1.44000
,,,-0.19451999664,-0.32000
,,,-0.19449999928,-0.92000
,,,-0.19448000193,0.08000
,,,-0.19445998967,-0.56000
,,,-0.19443999231,0.60000
,,,-0.19441999495,0.04000
,,,-0.19439999759,0.92000
,,,-0.19438000023,0.72000
,,,-0.19435998797,1.40000
,,,-0.19433999062,1.20000
,,,-0.19431999326,1.64000
,,,-0.19429999590,1.88000
,,,-0.19427999854,1.36000
,,,-0.19426000118,2.12000
,,,-0.19423998892,2.12000
,,,-0.19421999156,2.04000
,,,-0.19419999421,1.96000
,,,-0.19417999685,2.12000
,,,-0.19415999949,2.12000
,,,-0.19414000213,2.12000
,,,-0.19411998987,1.84000
,,,-0.19409999251,1.72000
,,,-0.19407999516,1.64000
,,,-0.19405999780,1.32000
,,,-0.19404000044,1.32000
,,,-0.19401998818,0.76000
,,,-0.19399999082,0.88000
,,,-0.19397999346,0.56000
,,,-0.19395999610,0.28000
,,,-0.19393999875,0.00
,,,-0.19392000139,-0.44000
,,,-0.19389998913,-0.56000
,,,-0.19387999177,-0.72000
,,,-0.19385999441,-0.64000
,,,-0.19383999705,-1.20000
,,,-0.19381999969,-1.36000
,,,-0.19380000234,-1.24000
,,,-0.19377999008,-1.64000
,,,-0.19375999272,-1.80000
,,,-0.19373999536,-1.68000
,,,-0.19371999800,-1.80000
,,,-0.19370000064,-1.72000
,,,-0.19367998838,-1.92000
,,,-0.19365999103,-1.84000
,,,-0.19363999367,-1.52000
,,,-0.19361999631,-1.28000
,,,-0.19359999895,-1.16000
,,,-0.19358000159,-0.84000
,,,-0.19355998933,-0.72000
,,,-0.19353999197,-0.68000
,,,-0.19351999462,-0.40000
,,,-0.19349999726,-0.16000
,,,-0.19347999990,0.16000
,,,-0.19346000254,0.04000
,,,-0.19343999028,0.24000
,,,-0.19341999292,0.64000
,,,-0.19339999557,1.08000
,,,-0.19337999821,1.12000
,,,-0.19336000085,1.48000
,,,-0.19333998859,1.52000
,,,-0.19331999123,1.60000
,,,-0.19329999387,1.64000
,,,-0.19327999651,1.84000
,,,-0.19325999916,2.00000
,,,-0.19324000180,2.08000
,,,-0.19321998954,2.20000
,,,-0.19319999218,2.12000
,,,-0.19317999482,2.20000
,,,-0.19315999746,1.92000
,,,-0.19314000010,2.00000
,,,-0.19311998785,1.72000
,,,-0.19309999049,1.56000
,,,-0.19307999313,1.44000
,,,-0.19305999577,1.20000
,,,-0.19303999841,0.88000
,,,-0.19302000105,0.64000
,,,-0.19299998879,0.48000
,,,-0.19297999144,0.24000
,,,-0.19295999408,-0.12000
,,,-0.19293999672,-0.16000
,,,-0.19291999936,-0.44000
,,,-0.19290000200,-0.72000
,,,-0.19287998974,-1.12000
,,,-0.19285999238,-1.20000
,,,-0.19283999503,-1.36000
,,,-0.19281999767,-1.48000
,,,-0.19280000031,-1.64000
,,,-0.19277998805,-1.72000
,,,-0.19275999069,-1.68000
,,,-0.19273999333,-1.88000
,,,-0.19271999598,-1.84000
,,,-0.19269999862,-1.80000
,,,-0.19268000126,-1.76000
,,,-0.19265998900,-1.64000
,,,-0.19263999164,-1.56000
,,,-0.19261999428,-1.36000
,,,-0.19259999692,-1.16000
,,,-0.19257999957,-1.00000
,,,-0.19256000221,-0.72000
,,,-0.19253998995,-0.56000
,,,-0.19251999259,-0.24000
,,,-0.19249999523,0.00
,,,-0.19247999787,0.24000
,,,-0.19246000051,0.32000
,,,-0.19243998826,0.72000
,,,-0.19241999090,1.00000
,,,-0.19239999354,1.20000
,,,-0.19237999618,1.40000
,,,-0.19235999882,1.52000
,,,-0.19234000146,1.72000
,,,-0.19231998920,1.96000
,,,-0.19229999185,1.92000
,,,-0.19227999449,2.00000
,,,-0.19225999713,2.24000
,,,-0.19223999977,2.12000
,,,-0.19222000241,2.12000
,,,-0.19219999015,2.04000
,,,-0.19217999279,2.00000
,,,-0.19215999544,1.96000
,,,-0.19213999808,1.84000
,,,-0.19212000072,1.52000
,,,-0.19209998846,1.40000
,,,-0.19207999110,1.12000
,,,-0.19205999374,1.08000
,,,-0.19203999639,0.72000
,,,-0.19201999903,0.48000
,,,-0.19200000167,0.36000
,,,-0.19197998941,0.04000
,,,-0.19195999205,-0.24000
,,,-0.19193999469,-0.56000
,,,-0.19191999733,-0.72000
,,,-0.19189999998,-0.80000
,,,-0.19187998772,-0.96000
,,,-0.19185999036,-1.28000
,,,-0.19183999300,-1.36000
,,,-0.19181999564,-1.48000
,,,-0.19179999828,-1.72000
,,,-0.19178000093,-1.76000
,,,-0.19175998867,-1.80000
,,,-0.19173999131,-1.68000
,,,-0.19171999395,-1.52000
,,,-0.19169999659,-1.52000
,,,-0.19167999923,-1.52000
,,,-0.19166000187,-1.48000
,,,-0.19163998961,-1.20000
,,,-0.19161999226,-1.32000
,,,-0.19159999490,-0.88000
,,,-0.19157999754,-0.84000
,,,-0.19156000018,-0.40000
,,,-0.19153998792,-0.24000
,,,-0.19151999056,0.04000
,,,-0.19149999321,0.24000
,,,-0.19147999585,0.52000
,,,-0.19145999849,0.76000
,,,-0.19144000113,0.96000
,,,-0.19141998887,1.20000
,,,-0.19139999151,1.36000
,,,-0.19137999415,1.96000
,,,-0.19135999680,2.00000
,,,-0.19133999944,1.92000
,,,-0.19132000208,2.24000
,,,-0.19129998982,2.00000
,,,-0.19127999246,2.24000
,,,-0.19125999510,2.20000
,,,-0.19123999774,2.08000
,,,-0.19122000039,2.32000
,,,-0.19119998813,2.16000
,,,-0.19117999077,2.12000
,,,-0.19115999341,1.80000
,,,-0.19113999605,1.60000
,,,-0.19111999869,1.32000
,,,-0.19110000134,1.28000
,,,-0.19107998908,0.92000
,,,-0.19105999172,0.92000
,,,-0.19103999436,0.48000
,,,-0.19101999700,0.24000
,,,-0.19099999964,0.04000
,,,-0.19098000228,-0.32000
,,,-0.19095999002,-0.40000
,,,-0.19093999267,-0.64000
,,,-0.19091999531,-0.88000
,,,-0.19089999795,-1.00000
,,,-0.19088000059,-1.24000
,,,-0.19085998833,-1.40000
,,,-0.19083999097,-1.44000
,,,-0.19081999362,-1.44000
,,,-0.19079999626,-1.68000
,,,-0.19077999890,-1.76000
,,,-0.19076000154,-1.72000
,,,-0.19073998928,-1.72000
,,,-0.19071999192,-1.68000
,,,-0.19069999456,-1.56000
,,,-0.19067999721,-1.44000
,,,-0.19065999985,-1.28000
,,,-0.19064000249,-1.12000
,,,-0.19061999023,-1.04000
,,,-0.19059999287,-0.68000
,,,-0.19057999551,-0.40000
,,,-0.19055999815,-0.08000
,,,-0.19054000080,0.12000
,,,-0.19051998854,0.24000
,,,-0.19049999118,0.56000
,,,-0.19047999382,0.80000
,,,-0.19045999646,1.00000
,,,-0.19043999910,1.44000
,,,-0.19042000175,1.48000
,,,-0.19039998949,1.60000
,,,-0.19037999213,1.84000
,,,-0.19035999477,1.88000
,,,-0.19033999741,2.12000
,,,-0.19032000005,2.00000
,,,-0.19029998779,2.20000
,,,-0.19027999043,2.28000
,,,-0.19025999308,2.36000
,,,-0.19023999572,2.08000
,,,-0.19021999836,2.12000
,,,-0.19020000100,2.08000
,,,-0.19017998874,1.96000
,,,-0.19015999138,1.76000
,,,-0.19013999403,1.60000
,,,-0.19011999667,1.32000
,,,-0.19009999931,1.12000
,,,-0.19008000195,0.96000
,,,-0.19005998969,0.80000
,,,-0.19003999233,0.44000
,,,-0.19001999497,0.16000
,,,-0.18999999762,0.00
,,,-0.18998000026,-0.28000
,,,-0.18995998800,-0.68000
,,,-0.18993999064,-0.76000
,,,-0.18991999328,-0.84000
,,,-0.18989999592,-1.08000
,,,-0.18987999856,-1.40000
,,,-0.18986000121,-1.52000
,,,-0.18983998895,-1.60000
,,,-0.18981999159,-1.60000
,,,-0.18979999423,-1.72000
,,,-0.18977999687,-1.64000
,,,-0.18975999951,-1.48000
,,,-0.18974000216,-1.48000
,,,-0.18971998990,-1.48000
,,,-0.18969999254,-1.32000
,,,-0.18967999518,-1.36000
,,,-0.18965999782,-0.84000
,,,-0.18964000046,-0.72000
,,,-0.18961998820,-0.36000
,,,-0.18959999084,-0.40000
,,,-0.18957999349,-0.12000
,,,-0.18955999613,0.28000
,,,-0.18953999877,0.32000
,,,-0.18952000141,0.64000
,,,-0.18949998915,0.88000
,,,-0.18947999179,1.20000
,,,-0.18945999444,1.40000
,,,-0.18943999708,1.56000
,,,-0.18941999972,1.68000
,,,-0.18940000236,1.96000
,,,-0.18937999010,2.04000
,,,-0.18935999274,2.28000
,,,-0.18933999538,2.28000
,,,-0.18931999803,2.40000
,,,-0.18930000067,2.28000
,,,-0.18927998841,2.36000
,,,-0.18925999105,2.28000
,,,-0.18923999369,2.20000
,,,-0.18921999633,2.20000
,,,-0.18919999897,1.84000
,,,-0.18918000162,2.00000
,,,-0.18915998936,1.56000
,,,-0.18913999200,1.40000
,,,-0.18911999464,1.24000
,,,-0.18909999728,1.08000
,,,-0.18907999992,0.72000
,,,-0.18906000257,0.16000
,,,-0.18903999031,0.28000
,,,-0.18901999295,-0.08000
,,,-0.18899999559,-0.20000
,,,-0.18897999823,-0.40000
,,,-0.18896000087,-0.72000
,,,-0.18893998861,-0.88000
,,,-0.18891999125,-1.04000
,,,-0.18889999390,-1.08000
,,,-0.18887999654,-1.04000
,,,-0.18885999918,-1.36000
,,,-0.18884000182,-1.40000
,,,-0.18881998956,-1.44000
,,,-0.18879999220,-1.40000
,,,-0.18877999485,-1.40000
,,,-0.18875999749,-1.48000
,,,-0.18874000013,-1.32000
,,,-0.18871998787,-1.20000
,,,-0.18869999051,-1.04000
,,,-0.18867999315,-0.88000
,,,-0.18865999579,-0.68000
,,,-0.18863999844,-0.64000
,,,-0.18862000108,-0.20000
,,,-0.18859998882,0.12000
,,,-0.18857999146,0.24000
,,,-0.18855999410,0.32000
,,,-0.18853999674,0.64000
,,,-0.18851999938,1.04000
,,,-0.18850000203,1.16000
,,,-0.18847998977,1.44000
,,,-0.18845999241,1.68000
,,,-0.18843999505,2.04000
,,,-0.18841999769,2.08000
,,,-0.18840000033,2.28000
,,,-0.18837998807,2.20000
,,,-0.18835999072,2.40000
,,,-0.18833999336,2.48000
,,,-0.18831999600,2.48000
,,,-0.18829999864,2.64000
,,,-0.18828000128,2.44000
,,,-0.18825998902,2.52000
