Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000002000000 CH2:0.0000002000000,,Second,Volt,Volt
,,,-0.00200759992,0.00800,10.40000
,,,-0.00200739992,0.00800,10.40000
,,,-0.00200719992,0.00800,10.40000
,,,-0.00200699992,0.00800,10.40000
,,,-0.00200679991,0.00800,10.40000
,,,-0.00200659991,0.00800,10.40000
,,,-0.00200639991,0.00800,10.40000
,,,-0.00200619991,0.00800,10.40000
,,,-0.00200599991,0.00800,10.40000
,,,-0.00200580014,0.00800,10.40000
,,,-0.00200560014,0.00800,10.40000
,,,-0.00200540014,0.00800,10.40000
,,,-0.00200520013,0.00800,10.40000
,,,-0.00200500013,0.00800,10.40000
,,,-0.00200480013,0.00800,10.40000
,,,-0.00200460013,0.00800,10.40000
,,,-0.00200440013,0.00800,10.40000
,,,-0.00200420013,0.01600,10.40000
,,,-0.00200400013,0.00800,10.40000
,,,-0.00200380012,0.00800,10.40000
,,,-0.00200360012,0.00800,10.40000
,,,-0.00200340012,0.00800,10.40000
,,,-0.00200320012,0.00800,10.40000
,,,-0.00200300012,0.00800,10.40000
,,,-0.00200280012,0.00800,10.40000
,,,-0.00200260011,0.00800,10.40000
,,,-0.00200240011,0.00800,10.40000
,,,-0.00200220011,0.01600,10.40000
,,,-0.00200200011,0.01600,10.40000
,,,-0.00200180011,0.00800,10.40000
,,,-0.00200160011,0.01600,10.40000
,,,-0.00200140011,0.01600,10.40000
,,,-0.00200120010,0.00800,10.40000
,,,-0.00200100010,0.01600,10.40000
,,,-0.00200080010,0.01600,10.40000
,,,-0.00200060010,0.01600,10.40000
,,,-0.00200040010,0.01600,10.40000
,,,-0.00200020010,0.00800,10.40000
,,,-0.00200000009,0.01600,10.40000
,,,-0.00199980009,0.01600,10.40000
,,,-0.00199960009,0.01600,10.40000
,,,-0.00199940009,0.01600,10.40000
,,,-0.00199920009,0.01600,10.40000
,,,-0.00199900009,0.01600,10.40000
,,,-0.00199880009,0.01600,10.40000
,,,-0.00199860008,0.01600,10.40000
,,,-0.00199840008,0.01600,10.40000
,,,-0.00199820008,0.01600,10.40000
,,,-0.00199800008,0.01600,10.40000
,,,-0.00199780008,0.01600,10.20000
,,,-0.00199760008,0.01600,10.40000
,,,-0.00199740008,0.01600,10.40000
,,,-0.00199720007,0.01600,10.20000
,,,-0.00199700007,0.01600,10.40000
,,,-0.00199680007,0.01600,10.20000
,,,-0.00199660007,0.01600,10.20000
,,,-0.00199640007,0.01600,10.40000
,,,-0.00199620007,0.01600,10.20000
,,,-0.00199600006,0.01600,10.20000
,,,-0.00199580006,0.01600,10.20000
,,,-0.00199560006,0.01600,10.20000
,,,-0.00199540006,0.01600,10.00000
,,,-0.00199520006,0.01600,10.00000
,,,-0.00199500006,0.02400,10.00000
,,,-0.00199480006,0.01600,10.00000
,,,-0.00199460005,0.01600,10.00000
,,,-0.00199440005,0.01600,10.00000
,,,-0.00199420005,0.01600,10.00000
,,,-0.00199400005,0.01600,9.80000
,,,-0.00199380005,0.01600,9.80000
,,,-0.00199360005,0.03200,9.60000
,,,-0.00199340004,0.01600,9.60000
,,,-0.00199320004,0.01600,9.60000
,,,-0.00199300004,0.02400,9.60000
,,,-0.00199280004,0.01600,9.60000
,,,-0.00199260004,0.02400,9.60000
,,,-0.00199240004,0.03200,9.40000
,,,-0.00199220004,0.02400,9.40000
,,,-0.00199200003,0.03200,9.40000
,,,-0.00199180003,0.02400,9.40000
,,,-0.00199160003,0.02400,9.40000
,,,-0.00199140003,0.03200,9.40000
,,,-0.00199120003,0.03200,9.40000
,,,-0.00199100003,0.02400,9.40000
,,,-0.00199080002,0.02400,9.40000
,,,-0.00199060002,0.03200,9.40000
,,,-0.00199040002,0.03200,9.20000
,,,-0.00199020002,0.02400,9.20000
,,,-0.00199000002,0.03200,9.20000
,,,-0.00198980002,0.03200,9.20000
,,,-0.00198960002,0.03200,9.00000
,,,-0.00198940001,0.03200,9.00000
,,,-0.00198920001,0.04000,9.00000
,,,-0.00198900001,0.03200,8.80000
,,,-0.00198880001,0.03200,9.00000
,,,-0.00198860001,0.03200,8.80000
,,,-0.00198840001,0.03200,8.80000
,,,-0.00198820001,0.03200,8.80000
,,,-0.00198800000,0.03200,8.60000
,,,-0.00198780000,0.03200,8.80000
,,,-0.00198760000,0.03200,8.60000
,,,-0.00198740000,0.04000,8.60000
,,,-0.00198720000,0.03200,8.60000
,,,-0.00198700000,0.04000,8.60000
,,,-0.00198679999,0.04000,8.40000
,,,-0.00198659999,0.03200,8.40000
,,,-0.00198639999,0.03200,8.40000
,,,-0.00198619999,0.04000,8.40000
,,,-0.00198599999,0.03200,8.20000
,,,-0.00198579999,0.04000,8.20000
,,,-0.00198559999,0.03200,8.00000
,,,-0.00198539998,0.04000,8.00000
,,,-0.00198519998,0.04000,8.00000
,,,-0.00198499998,0.04000,8.00000
,,,-0.00198479998,0.04000,7.80000
,,,-0.00198459998,0.04000,7.80000
,,,-0.00198439998,0.04000,7.80000
,,,-0.00198419997,0.04000,7.80000
,,,-0.00198399997,0.04000,7.80000
,,,-0.00198379997,0.04000,7.60000
,,,-0.00198359997,0.04000,7.60000
,,,-0.00198339997,0.04000,7.40000
,,,-0.00198319997,0.04000,7.60000
,,,-0.00198299997,0.04000,7.40000
,,,-0.00198279996,0.04000,7.40000
,,,-0.00198259996,0.04000,7.20000
,,,-0.00198239996,0.04000,7.40000
,,,-0.00198219996,0.04000,7.20000
,,,-0.00198199996,0.04000,7.20000
,,,-0.00198179996,0.04000,7.00000
,,,-0.00198159995,0.04000,7.00000
,,,-0.00198139995,0.04000,7.00000
,,,-0.00198119995,0.04000,7.00000
,,,-0.00198099995,0.04000,6.80000
,,,-0.00198079995,0.04000,6.80000
,,,-0.00198059995,0.04000,6.60000
,,,-0.00198039995,0.04000,6.60000
,,,-0.00198019994,0.04000,6.60000
,,,-0.00197999994,0.04000,6.60000
,,,-0.00197979994,0.04000,6.60000
,,,-0.00197959994,0.04000,6.60000
,,,-0.00197939994,0.04000,6.40000
,,,-0.00197919994,0.04000,6.40000
,,,-0.00197899994,0.04000,6.40000
,,,-0.00197879993,0.04800,6.20000
,,,-0.00197859993,0.04000,6.20000
,,,-0.00197839993,0.04000,6.20000
,,,-0.00197819993,0.04000,6.00000
,,,-0.00197799993,0.04000,6.00000
,,,-0.00197779993,0.04000,6.00000
,,,-0.00197759992,0.04800,6.00000
,,,-0.00197739992,0.04000,5.80000
,,,-0.00197719992,0.04000,5.80000
,,,-0.00197699992,0.04000,5.80000
,,,-0.00197679992,0.04800,5.80000
,,,-0.00197659992,0.04000,5.60000
,,,-0.00197639992,0.04800,5.60000
,,,-0.00197619991,0.04000,5.60000
,,,-0.00197599991,0.04800,5.40000
,,,-0.00197579991,0.04000,5.40000
,,,-0.00197559991,0.04000,5.40000
,,,-0.00197539991,0.04000,5.20000
,,,-0.00197520014,0.04000,5.20000
,,,-0.00197500014,0.04800,5.20000
,,,-0.00197480014,0.04800,5.20000
,,,-0.00197460013,0.04000,5.00000
,,,-0.00197440013,0.04800,5.00000
,,,-0.00197420013,0.04800,5.00000
,,,-0.00197400013,0.04800,4.80000
,,,-0.00197380013,0.04800,4.80000
,,,-0.00197360013,0.04800,4.80000
,,,-0.00197340013,0.04800,4.80000
,,,-0.00197320012,0.04800,4.60000
,,,-0.00197300012,0.04800,4.40000
,,,-0.00197280012,0.04800,4.40000
,,,-0.00197260012,0.04800,4.40000
,,,-0.00197240012,0.04800,4.40000
,,,-0.00197220012,0.04800,4.20000
,,,-0.00197200011,0.04800,4.20000
,,,-0.00197180011,0.04800,4.20000
,,,-0.00197160011,0.04800,4.20000
,,,-0.00197140011,0.04800,4.00000
,,,-0.00197120011,0.04800,4.00000
,,,-0.00197100011,0.04800,4.00000
,,,-0.00197080011,0.04800,3.80000
,,,-0.00197060010,0.04800,3.80000
,,,-0.00197040010,0.04800,3.80000
,,,-0.00197020010,0.04800,3.60000
,,,-0.00197000010,0.04800,3.60000
,,,-0.00196980010,0.04800,3.60000
,,,-0.00196960010,0.04800,3.40000
,,,-0.00196940009,0.04800,3.40000
,,,-0.00196920009,0.04800,3.40000
,,,-0.00196900009,0.04800,3.40000
,,,-0.00196880009,0.04800,3.20000
,,,-0.00196860009,0.04800,3.20000
,,,-0.00196840009,0.04800,3.20000
,,,-0.00196820009,0.04800,3.20000
,,,-0.00196800008,0.04800,3.00000
,,,-0.00196780008,0.04800,3.00000
,,,-0.00196760008,0.05600,3.00000
,,,-0.00196740008,0.05600,3.00000
,,,-0.00196720008,0.04800,2.80000
,,,-0.00196700008,0.04800,2.80000
,,,-0.00196680008,0.04800,2.80000
,,,-0.00196660007,0.05600,2.80000
,,,-0.00196640007,0.05600,2.60000
,,,-0.00196620007,0.05600,2.60000
,,,-0.00196600007,0.05600,2.40000
,,,-0.00196580007,0.05600,2.40000
,,,-0.00196560007,0.04800,2.40000
,,,-0.00196540006,0.04800,2.20000
,,,-0.00196520006,0.05600,2.20000
,,,-0.00196500006,0.06400,2.00000
,,,-0.00196480006,0.05600,2.00000
,,,-0.00196460006,0.06400,2.00000
,,,-0.00196440006,0.06400,1.80000
,,,-0.00196420006,0.05600,1.80000
,,,-0.00196400005,0.06400,1.80000
,,,-0.00196380005,0.06400,1.60000
,,,-0.00196360005,0.06400,1.60000
,,,-0.00196340005,0.05600,1.60000
,,,-0.00196320005,0.06400,1.40000
,,,-0.00196300005,0.06400,1.40000
,,,-0.00196280004,0.06400,1.40000
,,,-0.00196260004,0.06400,1.20000
,,,-0.00196240004,0.06400,1.20000
,,,-0.00196220004,0.06400,1.20000
,,,-0.00196200004,0.06400,1.20000
,,,-0.00196180004,0.05600,1.00000
,,,-0.00196160004,0.06400,1.00000
,,,-0.00196140003,0.06400,0.80000
,,,-0.00196120003,0.06400,0.80000
,,,-0.00196100003,0.06400,0.80000
,,,-0.00196080003,0.06400,0.60000
,,,-0.00196060003,0.06400,0.60000
,,,-0.00196040003,0.06400,0.60000
,,,-0.00196020002,0.06400,0.40000
,,,-0.00196000002,0.06400,0.40000
,,,-0.00195980002,0.06400,0.40000
,,,-0.00195960002,0.06400,0.40000
,,,-0.00195940002,0.07200,0.20000
,,,-0.00195920002,0.06400,0.20000
,,,-0.00195900002,0.06400,0.00
,,,-0.00195880001,0.07200,0.00
,,,-0.00195860001,0.07200,0.00
,,,-0.00195840001,0.06400,-0.20000
,,,-0.00195820001,0.06400,-0.20000
,,,-0.00195800001,0.06400,-0.20000
,,,-0.00195780001,0.06400,-0.40000
,,,-0.00195760000,0.06400,-0.40000
,,,-0.00195740000,0.06400,-0.40000
,,,-0.00195720000,0.06400,-0.60000
,,,-0.00195700000,0.06400,-0.60000
,,,-0.00195680000,0.06400,-0.60000
,,,-0.00195660000,0.07200,-0.80000
,,,-0.00195640000,0.07200,-0.80000
,,,-0.00195619999,0.07200,-1.00000
,,,-0.00195599999,0.06400,-1.00000
,,,-0.00195579999,0.07200,-1.20000
,,,-0.00195559999,0.07200,-1.20000
,,,-0.00195539999,0.06400,-1.20000
,,,-0.00195519999,0.07200,-1.20000
,,,-0.00195499999,0.06400,-1.40000
,,,-0.00195479998,0.07200,-1.40000
,,,-0.00195459998,0.06400,-1.40000
,,,-0.00195439998,0.07200,-1.60000
,,,-0.00195419998,0.07200,-1.80000
,,,-0.00195399998,0.07200,-1.80000
,,,-0.00195379998,0.07200,-1.80000
,,,-0.00195359997,0.07200,-2.00000
,,,-0.00195339997,0.07200,-2.00000
,,,-0.00195319997,0.07200,-2.00000
,,,-0.00195299997,0.06400,-2.00000
,,,-0.00195279997,0.07200,-2.20000
,,,-0.00195259997,0.07200,-2.20000
,,,-0.00195239997,0.07200,-2.40000
,,,-0.00195220008,0.07200,-2.40000
,,,-0.00195200008,0.07200,-2.60000
,,,-0.00195180008,0.07200,-2.60000
,,,-0.00195160008,0.07200,-2.60000
,,,-0.00195140007,0.07200,-2.80000
,,,-0.00195120007,0.07200,-2.80000
,,,-0.00195100007,0.07200,-3.00000
,,,-0.00195080007,0.07200,-3.00000
,,,-0.00195060007,0.07200,-3.00000
,,,-0.00195040007,0.07200,-3.00000
,,,-0.00195020007,0.07200,-3.00000
,,,-0.00195000006,0.07200,-3.00000
,,,-0.00194980006,0.07200,-3.20000
,,,-0.00194960006,0.07200,-3.20000
,,,-0.00194940006,0.07200,-3.40000
,,,-0.00194920006,0.07200,-3.40000
,,,-0.00194900006,0.07200,-3.40000
,,,-0.00194880005,0.07200,-3.40000
,,,-0.00194860005,0.07200,-3.60000
,,,-0.00194840005,0.07200,-3.60000
,,,-0.00194820005,0.07200,-3.60000
,,,-0.00194800005,0.07200,-3.80000
,,,-0.00194780005,0.07200,-3.80000
,,,-0.00194760005,0.07200,-4.00000
,,,-0.00194740004,0.08800,-4.00000
,,,-0.00194720004,0.07200,-4.20000
,,,-0.00194700004,0.07200,-4.20000
,,,-0.00194680004,0.08800,-4.20000
,,,-0.00194660004,0.07200,-4.40000
,,,-0.00194640004,0.08800,-4.40000
,,,-0.00194620003,0.07200,-4.60000
,,,-0.00194600003,0.07200,-4.60000
,,,-0.00194580003,0.08800,-4.80000
,,,-0.00194560003,0.07200,-4.80000
,,,-0.00194540003,0.07200,-4.80000
,,,-0.00194520003,0.07200,-5.00000
,,,-0.00194500003,0.08800,-5.00000
,,,-0.00194480002,0.08800,-5.00000
,,,-0.00194460002,0.08800,-5.20000
,,,-0.00194440002,0.07200,-5.20000
,,,-0.00194420002,0.08800,-5.40000
,,,-0.00194400002,0.08800,-5.40000
,,,-0.00194380002,0.08800,-5.40000
,,,-0.00194360001,0.07200,-5.60000
,,,-0.00194340001,0.08800,-5.60000
,,,-0.00194320001,0.08800,-5.80000
,,,-0.00194300001,0.08800,-5.80000
,,,-0.00194280001,0.07200,-5.80000
,,,-0.00194260001,0.08800,-6.00000
,,,-0.00194240001,0.08800,-6.00000
,,,-0.00194220000,0.08800,-6.00000
,,,-0.00194200000,0.08800,-6.20000
,,,-0.00194180000,0.08800,-6.20000
,,,-0.00194160000,0.08800,-6.40000
,,,-0.00194140000,0.08800,-6.40000
,,,-0.00194120000,0.08800,-6.60000
,,,-0.00194099999,0.08800,-6.60000
,,,-0.00194079999,0.08800,-6.60000
,,,-0.00194059999,0.08800,-6.80000
,,,-0.00194039999,0.08800,-6.80000
,,,-0.00194019999,0.08800,-7.00000
,,,-0.00193999999,0.08800,-7.00000
,,,-0.00193979999,0.08800,-7.20000
,,,-0.00193959998,0.08800,-7.20000
,,,-0.00193939998,0.08800,-7.20000
,,,-0.00193919998,0.08800,-7.40000
,,,-0.00193899998,0.08800,-7.40000
,,,-0.00193879998,0.08800,-7.60000
,,,-0.00193859998,0.08800,-7.60000
,,,-0.00193839998,0.08800,-7.80000
,,,-0.00193819997,0.08800,-7.80000
,,,-0.00193799997,0.08800,-7.80000
,,,-0.00193779997,0.08800,-8.00000
,,,-0.00193759997,0.08800,-8.20000
,,,-0.00193739997,0.08800,-8.20000
,,,-0.00193719997,0.08800,-8.20000
,,,-0.00193699996,0.08800,-8.20000
,,,-0.00193680008,0.09600,-8.40000
,,,-0.00193660008,0.08800,-8.40000
,,,-0.00193640008,0.09600,-8.40000
,,,-0.00193620007,0.09600,-8.60000
,,,-0.00193600007,0.08800,-8.60000
,,,-0.00193580007,0.08800,-8.80000
,,,-0.00193560007,0.08800,-8.80000
,,,-0.00193540007,0.09600,-8.80000
,,,-0.00193520007,0.09600,-8.80000
,,,-0.00193500007,0.08800,-8.80000
,,,-0.00193480006,0.10400,-8.80000
,,,-0.00193460006,0.08800,-8.80000
,,,-0.00193440006,0.10400,-8.60000
,,,-0.00193420006,0.08800,-8.80000
,,,-0.00193400006,0.09600,-8.80000
,,,-0.00193380006,0.10400,-8.80000
,,,-0.00193360006,0.09600,-8.80000
,,,-0.00193340005,0.09600,-8.80000
,,,-0.00193320005,0.08800,-8.80000
,,,-0.00193300005,0.10400,-8.80000
,,,-0.00193280005,0.09600,-8.80000
,,,-0.00193260005,0.10400,-8.80000
,,,-0.00193240005,0.10400,-8.80000
,,,-0.00193220004,0.10400,-8.80000
,,,-0.00193200004,0.08800,-8.80000
,,,-0.00193180004,0.10400,-8.80000
,,,-0.00193160004,0.10400,-8.80000
,,,-0.00193140004,0.09600,-8.80000
,,,-0.00193120004,0.10400,-8.80000
,,,-0.00193100004,0.10400,-8.80000
,,,-0.00193080003,0.10400,-8.80000
,,,-0.00193060003,0.10400,-8.80000
,,,-0.00193040003,0.10400,-8.80000
,,,-0.00193020003,0.10400,-8.80000
,,,-0.00193000003,0.08800,-8.80000
,,,-0.00192980003,0.10400,-8.80000
,,,-0.00192960002,0.10400,-8.80000
,,,-0.00192940002,0.10400,-8.80000
,,,-0.00192920002,0.10400,-8.80000
,,,-0.00192900002,0.10400,-8.60000
,,,-0.00192880002,0.10400,-8.80000
,,,-0.00192860002,0.10400,-8.80000
,,,-0.00192840002,0.10400,-8.80000
,,,-0.00192820001,0.10400,-8.80000
,,,-0.00192800001,0.10400,-8.80000
,,,-0.00192780001,0.10400,-8.80000
,,,-0.00192760001,0.10400,-8.80000
,,,-0.00192740001,0.10400,-8.80000
,,,-0.00192720001,0.11200,-8.80000
,,,-0.00192700000,0.10400,-8.80000
,,,-0.00192680000,0.11200,-8.80000
,,,-0.00192660000,0.10400,-8.80000
,,,-0.00192640000,0.10400,-8.80000
,,,-0.00192620000,0.10400,-8.80000
,,,-0.00192600000,0.10400,-8.80000
,,,-0.00192580000,0.10400,-8.60000
,,,-0.00192559999,0.10400,-8.80000
,,,-0.00192539999,0.11200,-8.80000
,,,-0.00192519999,0.11200,-8.80000
,,,-0.00192499999,0.11200,-8.60000
,,,-0.00192479999,0.10400,-8.80000
,,,-0.00192459999,0.10400,-8.80000
,,,-0.00192439999,0.11200,-8.80000
,,,-0.00192419998,0.10400,-8.60000
,,,-0.00192399998,0.10400,-8.80000
,,,-0.00192379998,0.10400,-8.80000
,,,-0.00192359998,0.11200,-8.80000
,,,-0.00192339998,0.11200,-8.80000
,,,-0.00192319998,0.11200,-8.80000
,,,-0.00192299997,0.11200,-8.60000
,,,-0.00192279997,0.11200,-8.60000
,,,-0.00192259997,0.11200,-8.80000
,,,-0.00192239997,0.11200,-8.60000
,,,-0.00192219997,0.11200,-8.60000
,,,-0.00192199997,0.11200,-8.80000
,,,-0.00192179997,0.11200,-8.80000
,,,-0.00192160008,0.11200,-8.80000
,,,-0.00192140008,0.11200,-8.80000
,,,-0.00192120008,0.11200,-8.80000
,,,-0.00192100008,0.11200,-8.80000
,,,-0.00192080007,0.11200,-8.80000
