vds	Id(M1)
Step Information: Vgs=4.163  (Step: 1/6)
0.000000000000000e+00	-4.800339e-37
1.800000000000000e-01	7.940827e-02
3.600000000000000e-01	7.994465e-02
5.400000000000000e-01	8.036602e-02
7.200000000000000e-01	8.078738e-02
8.999999999999999e-01	8.120869e-02
1.080000000000000e+00	8.162995e-02
1.260000000000000e+00	8.205114e-02
1.440000000000000e+00	8.247227e-02
1.620000000000000e+00	8.289334e-02
1.800000000000000e+00	8.331436e-02
1.980000000000000e+00	8.373532e-02
2.160000000000000e+00	8.415622e-02
2.340000000000000e+00	8.457705e-02
2.520000000000000e+00	8.499783e-02
2.700000000000000e+00	8.541855e-02
2.880000000000000e+00	8.583922e-02
3.060000000000000e+00	8.625982e-02
3.240000000000001e+00	8.668037e-02
3.420000000000001e+00	8.710085e-02
3.600000000000001e+00	8.752128e-02
3.780000000000001e+00	8.794165e-02
3.960000000000001e+00	8.836196e-02
4.140000000000001e+00	8.878221e-02
4.320000000000001e+00	8.920240e-02
4.500000000000001e+00	8.962253e-02
4.680000000000001e+00	9.004261e-02
4.860000000000000e+00	9.046262e-02
5.040000000000000e+00	9.088258e-02
5.220000000000000e+00	9.130248e-02
5.399999999999999e+00	9.172232e-02
5.579999999999999e+00	9.214210e-02
5.759999999999999e+00	9.256182e-02
5.939999999999999e+00	9.298148e-02
6.119999999999998e+00	9.340109e-02
6.299999999999998e+00	9.382063e-02
6.479999999999998e+00	9.424012e-02
6.659999999999997e+00	9.465955e-02
6.839999999999997e+00	9.507892e-02
7.019999999999997e+00	9.549823e-02
7.199999999999997e+00	9.591749e-02
7.379999999999996e+00	9.633669e-02
7.559999999999996e+00	9.675582e-02
7.739999999999996e+00	9.717490e-02
7.919999999999995e+00	9.759392e-02
8.099999999999996e+00	9.801288e-02
8.279999999999996e+00	9.843178e-02
8.459999999999996e+00	9.885063e-02
8.639999999999995e+00	9.926942e-02
8.819999999999995e+00	9.968814e-02
9.000000000000000e+00	1.001068e-01
