vds	Id(M1)
Step Information: Vgs=4.249  (Step: 2/6)
0.000000000000000e+00	-4.800339e-37
1.800000000000000e-01	1.408712e-01
3.600000000000000e-01	1.600897e-01
5.400000000000000e-01	1.609271e-01
7.200000000000000e-01	1.617646e-01
8.999999999999999e-01	1.626019e-01
1.080000000000000e+00	1.634390e-01
1.260000000000000e+00	1.642760e-01
1.440000000000000e+00	1.651127e-01
1.620000000000000e+00	1.659493e-01
1.800000000000000e+00	1.667857e-01
1.980000000000000e+00	1.676219e-01
2.160000000000000e+00	1.684580e-01
2.340000000000000e+00	1.692938e-01
2.520000000000000e+00	1.701295e-01
2.700000000000000e+00	1.709650e-01
2.880000000000000e+00	1.718003e-01
3.060000000000000e+00	1.726355e-01
3.240000000000001e+00	1.734704e-01
3.420000000000001e+00	1.743052e-01
3.600000000000001e+00	1.751398e-01
3.780000000000001e+00	1.759742e-01
3.960000000000001e+00	1.768084e-01
4.140000000000001e+00	1.776424e-01
4.320000000000001e+00	1.784763e-01
4.500000000000001e+00	1.793100e-01
4.680000000000001e+00	1.801435e-01
4.860000000000000e+00	1.809768e-01
5.040000000000000e+00	1.818100e-01
5.220000000000000e+00	1.826430e-01
5.399999999999999e+00	1.834757e-01
5.579999999999999e+00	1.843084e-01
5.759999999999999e+00	1.851408e-01
5.939999999999999e+00	1.859730e-01
6.119999999999998e+00	1.868051e-01
6.299999999999998e+00	1.876370e-01
6.479999999999998e+00	1.884687e-01
6.659999999999997e+00	1.893002e-01
6.839999999999997e+00	1.901316e-01
7.019999999999997e+00	1.909628e-01
7.199999999999997e+00	1.917938e-01
7.379999999999996e+00	1.926246e-01
7.559999999999996e+00	1.934552e-01
7.739999999999996e+00	1.942857e-01
7.919999999999995e+00	1.951160e-01
8.099999999999996e+00	1.959461e-01
8.279999999999996e+00	1.967760e-01
8.459999999999996e+00	1.976057e-01
8.639999999999995e+00	1.984353e-01
8.819999999999995e+00	1.992647e-01
9.000000000000000e+00	2.000939e-01
