1.00E+02,1.00E-01,0.212
1.78E+02,1.00E-01,0.262
3.16E+02,1.00E-01,0.32
5.62E+02,1.00E-01,0.48
1.00E+03,1.00E-01,0.675
1.78E+03,1.00E-01,0.93
3.16E+03,1.00E-01,0.97
5.62E+03,1.00E-01,1
1.00E+04,1.00E-01,1.04
1.00E+05,1.00E-01,1.04
1.78E+05,1.00E-01,1.04
3.16E+05,1.00E-01,1.04
5.62E+05,1.00E-01,1.04
1.00E+06,1.00E-01,1.04
1.78E+06,1.00E-01,0.98
3.16E+06,1.00E-01,0.81
5.62E+06,1.00E-01,0.61
1.00E+07,1.00E-01,0.36

